image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,トランポリンで跳ね返る少年。 | トランポリンにジャンプする少年。 | 少年がトランポリンに飛び乗る。 | 白い長袖のTシャツを着た小さな男の子がトランポリンにジャンプします。 | 少年は家の外のトランポリンに飛び乗ります。,噴水で遊んでいる2人の子供。
3461041826_0e24cdf597.jpg,黒と白の犬が池や小川で遊んでいます。 | 黒と白の犬が水の中に飛び散っています。 | 黒と白の犬が小川に飛び散っています。 | 水で遊んでいる犬。 | 白い犬が芝生の銀行の隣の屋外の小川に飛び散っています。,犬が水を飛び越えます。
3356642567_f1d92cb81b.jpg,白とピンクのセーターの女の子が木の枝を見上げています。 | 黒い髪の少女が木の枝に頭を突く。 | アジアの小さな女の子は2つの木の枝を抱きしめます。 | 若いアジアの女の子が2つの木の幹の間に立っています。 | 緑の葉のある木の枝の間に立っている白いセーターを着た小さな女の子。,木に登る女の子。
3711664623_ef87105ea7.jpg,2人の若い男の子と女性と男性の家族が、風光明媚な背景の前でポーズをとります。 | 女性、男性、2人の子供。 | 湖のそばの岩の上に写真を撮る家族。 | 大人2人と2人の男の子が山と背景にポーズをとっています | 大人2人と2人の子供が山頂でポーズをとります。,2人の男性が大きな山に座っています。
3120266797_47e7d91614.jpg,空がいくつかの雲に興味深い光を投げかけ、グループが遠くに立っています。 | 畑の木の左側にある写真家は、晴れた日に4人の他の4人が右に立っています。 | 暗い茂み、人々のシルエット、雲。 | 測量装置を持つ男性は、風景の背景にあります。 | 人と低木は、インディゴの空に対してシルエットされています。,バックパックと2人。
2540326842_bb26cec999.jpg,子供のグループはフェンスから外を見ます。 | 子供のグループは、ある種の動物でフェンスを見つめます。 | 子供たちはフェンスを通して見ています。 | 5人の子供と2人の大人が並んで立っているのは、ケージの中で動物を見ています。 | 数人の子供たちが並んでフェンスを通して見ていました。,3人の子供が公園のベンチに座っています。
3047751696_78c2efe5e6.jpg,女性が赤ちゃんを抱き、二人ともお互いを見ています。 | メガネを添えた女性は、彼女を見上げている赤ちゃんを抱えています。 | 女性は青いジャンパーで赤ちゃんを抱きます。 | 女性が幼児を持っています。 | 灰色のTシャツを着た女性は、水色のスモックの下に黒いシャツを着た子供を抱きます。,2人の男性が一緒に座っています。
3482859574_3908de3427.jpg,衣装を着た女の子のグループが公園に立っています。 | 一緒に立ってゴシックに服を着ている女の子のグループ | アニメのコスプレ衣装の人々のグループ。 | 衣装を着た3人の女性と1人の男性のグループ | 3人の女性が衣装を着ていますが、1人は傘を持っています。,3人の男性が一緒にポーズをとります。
3641022607_e7a5455d6c.jpg,カイトサーファーが海に落ち始めます。 | 途切れ途切れの水にパラセイルがあります。 | 途切れ途切れの水にある男のウェイクボード。 | ウェットスーツで男がウィンドサーフをします。 | ウィンドサーファーは、途切れ途切れの水でバランスを取ります。,水の中の緑のカヤック。
3356494271_6103d0b556.jpg,男性と女性が2匹の犬を見ています。 | 1匹の巨大な犬と1匹の小さな犬が、背の高い男性と短い女性と一緒に道にいます。 | 森の中の2匹の犬と2人。 | 2人の犬が森のトレイルにいて、2人が後ろから見ている。 | 森の小道に犬を飼っている2人の女性。,2人の男性が一緒に戦っています。
2312747482_20a81b2230.jpg,子供が花から頭を覗きます。 | 花の中に座っている青い目のある子供。 | たくさんの花で遊んでいる子供。 | 茶色の髪の幼児は、庭の植木鉢の端を握っています。 | この小さな子供は、周りに花が付いた庭にあります。,花の花を持っている2人の子供。
3330675488_8692476a4a.jpg,緑の編み物の帽子をかぶった女の子は、そりを押す準備ができています。 | 2人の子供が、そりのようなフレームで雪の中を走っています。 | 2人の子供が雪の日に道路で遊んでいます。 | そりに乗っている2人の子供 | 2人の幼い子供rif =雪が降るそりをします。,そりにいる2人。
236474697_0c73dd5d8b.jpg,人々のグループが飲み物を持ち、カメラを指しています。 | 人々のグループが飲み物を持ち、カメラを指しています。 | ボトルを持ってカメラを指す若者のグループ。 | ビールを持ってこの写真のためにポーズをとっている数人の若者 | 若い大人は、写真を撮る人を指しています。,2人の男性が一緒にポーズをとります。
957230475_48f4285ffe.jpg,少年は、青と黄色のクリーミーな物質で覆われた年上の男性の顔をなめます。 | 黄色いシャツを着た子供は、男の頬から明るい色の食べ物を舐めています。 | 少年が若い男の顔から青と黄色の霜をなめています。 | 若い男の子が、若い男の顔から色のついたフロストを舐めています。 | 誰かが彼の顔に青と黄色の絵の具で男の顔をなめます。,プールで遊んでいる2人の子供。
3603116579_4a28a932e2.jpg,彼のシャツにシェルトンを乗せた野球の投手がボールを投げます。 | 黒とオレンジ色のシャツを着た野球選手、そして手袋を着用して、ボールを投げます。 | スポーツの衣装を着た男性は、野球を捕まえようとします。 | 野球をしている男。 | 野球選手はボールを追いかけています。,野球選手がボールを蹴っています。
944788251_a0bcd4b960.jpg,ドックにいる男の子と犬が別の犬が泳ぐのを見ています。 | 少年と犬が別の犬を見ているドックに立っています。 | 少年と大きな犬がドックに立って、別の犬が水で泳ぐのを見ています。 | 少年と彼の犬が水の中に物を見ています。 | 白いシャツを着た男の子と水の中で別の犬を見ている黒犬,池で遊んでいる2人の子供。
2410562803_56ec09f41c.jpg,ラップトップを使用している女の子、別の女の子、そして携帯電話を見ている男の子。 | 人々のグループは建物に座って電子機器を使用します。 | 3人が通りの近くに座っています。 | ベンチの店の前に座っている3人。 | 3人の若者が外に座って、電子機器に従事します。,2人の男性が階段に座っています。
379006645_b9a2886b51.jpg,黒と茶色の犬は、雪の2つのセメントの障壁の間を走っています。 | 犬が冷たい通路を駆け下ります。 | 耳を持ちながら黒と黄褐色の小さな犬。 | 黒と茶色の犬は、囲まれた雪に覆われたエリアで、カメラに向かって歩きます。 | 茶色と黒の犬は雪に覆われた通りを走っています。,茶色、犬がテニスボールを見せます。
3722572342_6904d11d52.jpg,水を横切ってレースする赤い覆われたボート | 赤い高速レーシングボートが水を横切ってスキップします。 | 赤い速度のボートが水を渡ります。 | 船が水を駆け抜ける。 | 赤いボートは、グラハムが水を横切ってレースをしているとマークしました。,ボートはボートのボートに乗っています。
263522013_d118d46b2d.jpg,岩だらけの地面に茶色の犬が体から水を揺さぶります。 | 水を揺さぶる犬。 | 犬が水を揺さぶる。 | ゴールデンレトリバーが水を揺さぶっています | 自分の水を揺さぶる黄褐色の犬,2匹の犬、1つの茶色、もう1つの茶色、もう1つの茶色、もう
3420338549_bd78d35243.jpg,スーツを着た男性のグループは、ライオンの像の前に立っています。 | 男性のグループが青いライオンの法令の前で話している。 | スーツを着た人々のグループは、講義をしているピンクのシャツを着た男の周りに立っています。 | 手がかりの像の前で興味のある人々に講義をしている男。 | ライオンの像の前に立っている男性。,街の通りを歩いている2人。
58357057_dea882479e.jpg,人間の姿が雪の山のピークに立っています。 | 男性が遠くを見て山頂に立っています。 | 男が山に向かって岩の上に立っています。 | 男が山の上に立っています。 | 夕暮れの山の頂上に立っている男。,山のスキーヤー。
3182996527_70d9c323d5.jpg,自転車のライダーがランプから飛び降ります。 | BMXライダーは、落書きで覆われた壁の横にあるスタントを実行します。 | 彼の後ろに落書きがあるスタントランプの近くの空中の自転車にある暗い服を着た男。 | 自転車に乗っている人は空中で、ハンドルバーの周りに体をひねり、落書きが彼の後ろにいます。 | その人は自転車に乗っています。,スケートボーダーはランプに乗っています。
99679241_adc853a5c0.jpg,灰色の鳥は、波が転がる間、ビーチに堂々と立っています。 | 大きな鳥がビーチの水の中に立っています。 | 背の高い鳥が海の横の砂の上に立っています。 | 海の端に立っている水鳥。 | 白いクレーンは、海を見渡すと高く立っています。,鳥が水に着地します。
3079341641_f65f6b0f8b.jpg,廊下に微笑んでいる2人の小さな女の子がいます | 廊下にいる2人の小さな女の子、バックグラウンドに立っている女性。 | 2人の姉妹が家の廊下を通り抜けます。 | 廊下を走っている2人の小さな女の子。 | 家で遊んでいる2人の若い女の子。,木製の壁に座っている2人の女の子。
533713001_2d36e93509.jpg,高齢者のグループは、海洋生物をテーマにした傘の下に外に座っています。 | 人々のグループが青い日陰の下でテーブルの周りに座っています。 | 人々のグループは、鉢植えの植物がたくさんある屋外のパティオに座っています。 | 会話をしている輪の椅子に座っている人々のグループ。 | パティオのテーブルの周りに座っている人もいます。,3人の10代の少年は、もう1人形の周りに立っています。
2785108434_cd4a1c949c.jpg,少年がいくつかの大きな岩の近くで浅い水を飛び越えています。 | ビーチの空中でジャンプしている子供。 | 子供が水っぽいビーチを越えて空中に飛び降ります。 | 小さな子供が海の上の空中に跳ね上がります。 | 少年が岩の形成の前で喜びのために飛び降ります。,砂で遊んでいる2人の子供。
2193980605_4221c6474d.jpg,人々のグループは、腕を高く保持して空中に飛び込んでいます。 | 砂漠のジャンプにいる人々のグループ、ボールを投げます。 | 6人のグループがどこの真ん中で空中に飛び込んでおり、1人がボールを捕まえています。 | 6人が空中に飛び込んでおり、そのうちの1人がボールを投げています。 | 6人がボールにジャンプします。,2人の男性がビーチで走ります。
3043266735_904dda6ded.jpg,白い帽子をかぶった高齢者は、ペーパーバックの本を読んでいます。 | 帽子とスカーフを抱えている長老の女性は、彼女が手に持っている本を見ています。 | 帽子をかぶっている年上の女性が本を読みます。 | ペーパーバックの本に相談する老婦人。 | 本を読んでいる白い帽子を着た女性。,自転車に座っている男は、彼の ⁇ な服を着た男は彼の ⁇ して立っています。
396179143_e1511336e1.jpg,リーシュのゴールデンレトリバーが雪を通り抜けます。 | 雪の中に立っているひもにある大きなゴールデンレトリバー。 | ひもに乗った日焼け犬が雪の中を歩きます。 | 白い雪で覆われた表面に立っている鉛のタン犬。 | ひもに乗っている小さな犬は雪の中を歩いています。,犬が雪の中を走っています。
3165750962_e2e3843679.jpg,茶色の犬が雪に覆われた道を走っています。 | 茶色の犬が雪の中を走っています。 | 茶色の犬が雪に覆われた道を駆け抜けます。 | 茶色の犬が雪に覆われたトレイルを駆け抜けます。 | 犬が雪に覆われた道を走ります。,茶色の犬が口にオレンジ色の物体を運んでいます。
2887744223_029f2fd5fe.jpg,男は空中に平行であり、ゴールキーパーを通り抜けてサッカーボールを蹴ろうとしています。 | ホワイトのサッカー選手は、別のチームメンバーが見ているように、レッドのプレーヤーのゴールに向かってフライングキックでボールを攻撃します。 | サッカー選手が空中に飛び込んで、サッカーボールをゴールに押し込んでいます。 | サッカー選手がゴールに向かって空飛ぶキックをしています。 | サッカー選手がボールを蹴るために空中で横に跳躍します。,2人の男性がボールを蹴っています。
2700147489_f1664f2b61.jpg,バスケットボールコートでの男のスケートボード | スケートボードでスタントを行いながら、男が空中に飛び乗っています。 | スケートボーダーのオリーズ。 | スケートボードスタントをしているあごひげを生やした男 | 灰色のズボンを着た男は、スケートボードのジャンプを完了しています。,スケートボードで男。
3098707588_5096d20397.jpg,赤ネクタイのタキシードを着た2人の男 | カメラで結婚式のために服を着た2人の男性が、飲み物を手にしています。 | ドレスアップした2人の男性がトーストを共有します。 | 一致するスーツを着た2人の男性が微笑んで飲んでいます。 | スーツを着た2人の男性が笑って飲み物を持っています。,2人の男性が一緒に座っています。
804087017_330bcc8c56.jpg,看板の前の通りに立って座っている多くの人々。 | 通りのそばのベンチに座っている人々。 | 同じことをしている2人の女性の隣の通りのベンチに座っている2人の男性。 | 2人がベンチに座って、建物に身を乗り出して書いています。 | 2人が街の通りのベンチに座っています。,街の通りを歩いている2人。
241031670_e60f59b8e4.jpg,3人の子供たちは傘を持って雨の中で式典を見ています。 | カラフルな傘を持つ3人の子供が雨の中に立っています。 | カメラに背を向けて傘を持っている3人の女の子。 | 3人の女の子がステージの前に傘下に立っています。 | 3人の女の子が傘の下で隠れています。,傘を持つ2人の女性。
3171451305_f87b9e09ee.jpg,男と2人の女性が、ビールのボトルを手に保持しながら色あせていました。 | 赤いシャツを着た男と2人の女性がビールを持っている | ハゲの男性、ビールを持つ2人の女性、イベントでポーズをとっています。 | 2人の若い女性と3枚のビールボトルでポーズをとる赤いTシャツの男。 | ビールを持って写真のポーズをとっている3人。,2人の男性が一緒にポーズをとります。
3341477531_4e37450f35.jpg,上半身裸の男がスケートボードのトリックをしています。 | 上半身裸の男がスケートボードに乗っています。 | 空中に腕を入れた上半身裸の男がスケートボードをします。 | 棚の上の上半身裸の男のスケートボード。 | スケートボーダーは、スケートパークでナイトスケートを楽しんでいます。,2人の男性が一緒に座って、空中にジャンプしています。
872135364_8c1e47d163.jpg,チェーンカラーを着た大きな灰色の犬には、小さな茶色の犬が固定されています。 | 黒い犬が草の上の茶色の犬の上に立っています。 | 草の上の茶色と黒の犬の争い。 | マスティフは草の中でドイツの羊飼いをふざけてピンします。 | 2匹の犬が芝生の畑でレスリングしています。,2匹の犬が草の中を走ります。
2052202553_373dad145b.jpg,茶色の犬が湖に歩いて棒を取り戻します。 | 犬は水の中に非常に大きな棒を運びます。 | 犬は口の中で棒を口に入れます。 | 犬が棒を口に入れた小川を通り抜けています。 | 口の中に棒を運んで水を歩いている赤みがかった茶色の犬。,浅い水を歩いている2匹の犬。
2404692474_37da774368.jpg,おもちゃのアヒルを追いかけている犬。 | 犬が草を走っておもちゃを手に入れます。 | 犬はおもちゃをbarえます。 | 明るい色の犬は、屋外のおもちゃを追いかけています。 | 黄色いおもちゃを追いかける白い犬。,2匹の犬が草の中を走ります。
2480021389_dda9fb2818.jpg,岩に登っている男。 | 男は日没時にロッククライミングをしています。 | 男は夕暮れ時に大きな岩を拡大しています。 | 男は大きな岩を拡大します。 | 夜は岩をスケーリングします。,男が海の上の登っています。
2637959357_dd64a03efa.jpg,黒と黄褐色のドーバーマンの犬が水を飛び越えています。 | 湖の水を飛び越えている犬 | 黒と黄褐色の顔が水を走る黒犬。 | ドーバーマンが水を飛び越えています。 | ドーバーマンピンカーは水の中を飛び越えています。,2匹の犬、1つの茶色、もう1つの茶色、もう1つは2匹の犬。
2611651553_61f859837e.jpg,彼女の体を描いた裸の女性。 | 裸の女性がボディペイントで群衆の前を歩いています。 | 顔に絵の具と体に泥を塗った上半身裸の女性。 | 顔を塗ったトップレスの女性は泥で覆われています。 | 若い女性、塗料や泥を除いてトップレス。,入浴スーツを着た2人の女性。
3417102649_5c0b2f4b4d.jpg,ダルメシアンが木の近くで遊んでいます。 | ダルメーションは木の小さな枝で噛みます。 | ダルメーション犬は、後ろ足の上で木の上に小さな枝を噛みます。 | 若いダルメシアンが木の隣に帽子をかぶっています。 | 斑点のある犬は木の上で噛みます。,斑点のある犬は、口に白い物体があります。
2574084102_f2be3f73cb.jpg,青いワンピースに身を包んだ小さな女の子が体操をしています。 | トランポリンにジャンプするレオタードの小さな女の子のリアビュー。 | 若い女の子は、体操をしている空中にいます。 | 青いレオタードを身に着けている若い女の子が空中に跳ねます。 | 青を着た若い女の子が空中に跳ね上がっています。,2人の男の子がスプリンクラーで遊んでいます。
684375286_09cc1aa778.jpg,小さな黒い犬が、黄色の三角形を身に着けている大きな茶色の犬と綱引きをしています。 | 大きな犬と一緒にタグをしている小さな犬 | 2匹の犬は、もう1人よりも大きい犬が綱引きをしています。 | 2匹の犬が綱引きをします。 | トレーニングギアを着用している間、2匹の犬が同じアイテムを引っ張ります。,2匹の犬、1つはもう1つは2匹の犬。
3315616181_15dd137e27.jpg,緑のシャツを着た男が屋内の登山壁に登ります。 | 緑のシャツを着た男が障害物コースを登っています。 | 10代の少年が屋内の登山壁に登ります。 | ティーンエイジャーが岩の壁に登ります。 | 誰かが屋内の登山壁に登ります。,ヘルメットを着ている男は、空中にジャンプしています。
3595643050_d312e4b652.jpg,ボールを捕まえる犬。 | ホワイトハウスの隣の空中に飛び上がっている犬。 | 白い犬が口にボールを置いて後ろ足に立っています。 | 黄色い犬が後ろ足に立っています。 | 黄色の犬は、口にボールを置いて後ろ足に立って、背景に建てられます。,犬は庭のフリスビーを捕まえます。
3217056901_fe2c70377d.jpg,アジアの子供たちのグループは、青いベンチに座っている聴衆の一員です。 | 4人の子供が写真を撮るために向きを変えます。 | 現在の大人の行列を無視している小さな女の子 | 一部の子供たちは聴衆の中で後退しました。 | 屋外の円形劇場で写真を撮る3人の若い女の子が、大人に会議を見ていることに囲まれています。,3人の子供がタイヤの座席に座っています。
3590647207_2d4ec3f52c.jpg,複数の国の旗を掲げながら馬に乗っている女性のグループ | 米国旗とカナダ旗を振っているカウガール | 旗を掲げて馬に乗っている数人。 | ロデオでアメリカ人とカナダの旗を運んでいる馬に乗っている2人の女性。 | 女性は、カナダと米国の旗を運ぶアリーナで馬に乗っています。,カウボーイは、群衆の旗を蹴っています。
3476709230_6439305bf2.jpg,たくさんの子供たちが、バスケットのような形をした大きなスイングで一緒に揺れます。 | 子供のグループがタイヤスイングで遊んでいます。 | 5人の子供が大きな丸いスイングネットで遊んでいます。 | 5人の子供が丸いスイングで揺れています。 | 5人の子供たちは皆、スイングで一緒に座っています。,2人の子供がスイングで遊んでいます。
873633312_a756d8b381.jpg,ライフジャケットの少年が、フレームのない黄色の何かに飛びつきます。 | 空中に吊り下げられた生命のベストを身に着けている少年。 | 白、赤、黒のライフジャケットを着た子供は、大きくて黄色の何かによって空中に跳ね返りました。 | 浮遊ベストを持っている子供は何かから跳ね返されています。 | 人生のベストの子供は空中に跳ね上がります。,2人の男性がフィールドで走っています。
1413956047_c826f90c8b.jpg,これらの3人の若い男性は山頂に立っています。 | 3人が山に立っています。 | 3人の男性が山の上に立っています。 | 背景に風光明媚な山でポーズをとっている3人の男性 | 山頂の前に立っている3人の男性。,2人の男性が、山とテントの前で座っています。
506343925_b30a235de6.jpg,茶色、白、黒の犬が砂の中を走ります。 | 大きな茶色の犬が、小さな緑の葉の前で砂丘を横切って走っています。 | 縞模様の犬が砂漠で走っています。 | 野生の犬が砂漠を駆け抜けます。 | サンディ平原で走るオオカミ。,畑を歩いている犬。
535830521_aa971319fc.jpg,青いジャケット、青いジャケット、黒いイヤーマフを着ている人が新聞を掲げています。 | 新聞を持っている女性。 | 女性は「本当の変化」と言う新聞を持っています。 | 耳のマフを持つ女性は、表紙に「本当の変化」と書かれた論文を持っています。 | 「本当の変化」を読む新聞の見出しを掲げている女性。,路上に立っている男。
3368569524_a9df2fc312.jpg,女の子は他の選手からバスケットボールを守ります。 | バスケットボールをしている女の子はショットを試み、別の女の子が彼女を攻撃します。 | 群衆の前でバスケットボールの試合に参加している女の子。 | 赤の女性バスケットプレーヤーは、ボールのために白のプレーヤーに挑戦しています。 | 相手のバスケットボール選手は、ディフェンダーにフックショットをしています。,バスケットボール選手。
3033825101_44a4390f16.jpg,野球の投手がボールをボウリングしています。 | 野球をしている男、ボールを投げます。 | 投手がボールを投げます。 | マイナーリーグの投手 | 男は野球の制服を着て、野球場で、野球を投げています,野球の制服を着た2人の男性。
537390477_7dd3407f96.jpg,黒と茶色の犬が戦っています。 | 黒犬と茶色の犬は暖炉の前で格闘しています。 | 黒犬と茶色の犬はレスリングのようです。 | 暖炉の前でレスリングする2匹の犬 | 2匹の犬レスリング。,2匹の犬。
3275627207_0b41e44597.jpg,男はドレッドヘアを持っています。 | DreadeadLocksの赤いシャツを着た男は、1つの頬を持っています。 | 彼が通りを歩いている間、男が彼の携帯電話で話します。 | DreadLocksの男が彼の携帯電話で話します。 | 読み物のあるスウェットシャツの男は、ドレッドヘアに髪を持っています。,2人の男性が一緒にポーズをとります。
3319723910_af5b5f1fae.jpg,スケートボードの男が夕暮れ時にスタントをしています。 | スケートボードの男、トリックをしている。 | 黒いシャツを着た男は、棚の上部に沿ってスケートボードに乗っています。 | ジャンプ中のスケートボーダー。 | スケートボーダーは、建設現場の近くでトリックを行います。,スケートボーダーはスケートボードです。
2826647354_650ff5eb03.jpg,トレーニングホイールを備えた小さな自転車に乗っているおもちゃに乗っている小さな子供。 | 赤いシャツを着た小さな男の子は、自転車に乗っているときにオレンジ色のシャツを着た小さな男の子を見ます。 | 2人の子供がアスファルト通りで自転車に乗っています。 | 通りで自転車に乗っている2人の小さな男の子。 | 2人の若い男の子が近所の道路で小さな自転車に乗っています。,自転車に座っている2人。
281419391_522557ce27.jpg,煙が出ている間、黒いレースカーがタイヤを回転させます。 | 黒いレースカーは、群衆の前で始まります。 | レース中の壊れた車 | レースカーは競馬場で非常にひどく喫煙しています。 | レッドブルブランドのレースカーは、群衆の前に煙を残します。,レースのレース。
2354792215_eef2bdc753.jpg,黒と白のサッカーの制服を着た少年は、他の選手と近くでボールを蹴っています。 | サッカーをしている子供たち、ボールを蹴る過程で1人。 | 白いシャツを着た少年は、黄色と青のチームからサッカーボールをドリブルします。 | サッカーのフィールドには5人の若い男の子が走ってサッカーをしています。 | ゲームで競う2つの若いサッカーチーム。,2人の男性がサッカーをします。
2281054343_95d6d3b882.jpg,黒い帽子をかぶっている男が忙しい街を歩いています。 | 忙しい街の通りに帽子をかぶった男のシルエット。 | 標識のある建物の近くの黒い帽子と黒いコートのある人。 | 混雑した都市エリアの3人。 | Threは、背中が都市に向きを変えた男のショットです。,路上に立っている男。
2484190118_e89363c465.jpg,頭の上に手を持っている少年は、石畳の上のセメントの柱の上に立っています。 | カラフルなショートパンツの子供が通りのポストに立っています。 | 小さな男の子は、頭に手を置いて公園のセメントの切り株の上に立っています。 | 切り株の上に立っている白いTシャツと緑と黒のショートパンツを着た若い男。 | 白いシャツとプリントのショーツを着た小さな子供は、頭の上に手をオブジェクトに立っています。,噴水で遊んでいる2人の子供。
3614542901_29877fc342.jpg,女性のグループが建物の前に立っています。 | 白いガウンを着た女性は、他の女の子が服を着て、通りの向こう側に1ポイントを飾ります。 | 子供を抱えた1人のドレスを着た5人の女性が外に立っています。 | 4人の女性と花嫁が通りに立っている間、そのうちの1人は遠くの何かを指しています。 | 黒いドレスと帽子を持った老婦人は花嫁に何かを指摘しています。,2人の女性、1人は2人の女性。
3474406285_01f3d24b71.jpg,青と黄色の棒を飛び越える茶色の犬。 | 茶色の犬がハードルを飛び越えます。 | 茶色の犬が障害​​物を飛び越えます。 | 犬は競争でハードルを飛び越えます。 | 茶色の犬は、黄色と黒の極の上にハードルを飛び越えています。,茶色の犬がハードルを飛び越えます。
397286183_745abbf40d.jpg,青いジャケットを着た男は、彼が口を覆うときに目を閉じているので、彼の大きな青い目を広く開きます。 | 青いジャケットを着ている男がカメラを見ます。 | 青いジャケットを着た驚いた男がカメラを見ています。 | 青いジャケットを着た広い目の男がビールを持って、鼻を抱いている男の隣に立っています。 | Man In Blueはカメラのポーズをとっています。,2人の男性が一緒に座っています。
2949880800_ca9a1bb7e6.jpg,水着を着た2人の子供は、森の湖で話しています。 | 入浴スーツを着た2人の女の子が、向かい合って水の中に立っています。 | 2人の女の子がビーチで遊んでいます。 | ビキンを着ている2人の女の子が湖に立っています、 | 湖の2人の若い女の子がお互いに話し合っています。,2人の女の子がビーチに座っています。
2632111399_b3c1630f8e.jpg,ヘルメットの中の少年キャッチャー、漁獲のために手袋をはめた手を伸ばします。 | 野球の試合で赤と白の制服を着たキャッチャーが演奏します。 | 赤いシャツを備えたキャッチャーが、手袋をはいたままにして土の中に立っています。 | 子どものキャッチャーが彼のミットに手を伸ばしてボールをキャッチします。 | 少年はボールをキャッチする準備ができています。,2人の男性がサッカーをします。
2070798293_6b9405e04d.jpg,パジャマの少女がソファに飛び乗っています。 | 小さな女の子が大きな湾の窓の前でソファで跳ね返っています。 | ソファにジャンプする小さな女の子。 | 小さな女の子がソファベッドに飛び乗っています。 | 若い女の子がソファから飛び降りて、空中に飛び込みます。,ソファに座っている2人。
3375134059_7e9eb2ef01.jpg,地面に1匹の犬とその上に立っているもう一人の犬。 | 2匹のベージュ犬が草の中で遊んでいます。 | 畑に2匹の犬が互いに向き合っています。 | 2匹の犬が草の上でお互いに遊んでいます。 | 草の中で2匹の日焼けした犬が遊んでいます,2匹の犬が草の中を走ります。
3529314899_b4e533bb76.jpg,ホワイトのホッケー選手は、別のプレイヤーから赤のパックを盗もうとします。 | 他の人が続くように、赤いユニフォームを着たホッケー選手がパックに手を伸ばします。 | 2人の白いスーツを着たホッケー選手が彼を混乱させようとしている間、赤を囲んだホッケー選手がパックをコントロールしようとしています。 | 氷の上でホッケーをしている人々。 | 2人の対立するホッケー選手は、敵のファンとチームメンバーが見ているパックのためにプレーをします。,ホッケー選手はホッケーのホッケー選手。
2804851816_9aae9071ca.jpg,茶色の犬は、フェンスで遊んでいる間、口にボールを持っています。 | 茶色の犬は、長い緑の草を通して口の中でおもちゃを走らせます。 | 茶色の犬は、ボールを口に入れて畑を走っています。 | 茶色の犬は口にボールを置いて乾いた草の中を走っています。 | 先のとがった耳を持つ茶色の犬は、口にボールを持っています。,畑で遊んでいる2匹の犬。
693450725_8ad72389e6.jpg,建物の前にある茶色の犬のクローズアップ。 | 建物の前の草の中の犬。 | 犬は大邸宅の隣の草の中にあります。 | 建物の前の畑にある小さな犬。犬の観点から取られています。 | 華やかな建物の隣の草の中に小さな茶色の犬が立っています。,2匹の犬が草の中を走ります。
2171576939_d1e72daab2.jpg,冬の服を着た赤ちゃんが外で遊びます。 | 雪の中に立っている間、冬の服を着た小さな子供が微笑んでいます。 | 冬の服を着た笑顔の少年は、雪の中の建物の外で彼のミトンの手を振っています。 | 寒い気候のために服を着た幼い子供は外にあります。 | 子供は冬には暖かい服を着ています。,冬の少年。
3497106366_d1a256e723.jpg,彼の後ろに波が上がると、男がサーフボードに乗っています。 | 背景に山でサーフィンをしている男。 | サーファーが晴れた日に海の波に乗っています | ブラックボディスーツのサーファーは海岸沖の波に乗る | サーファーは、背景に山がある波に乗っています。,波がサーフィンします。
2240539658_dea8db6e55.jpg,茶色と黒の犬が雪と戦っています。 | 2匹の犬が白い雪の中で遊んでいます。 | 雪の中で遊んでいる2匹の犬。 | 2匹の犬が雪の中で遊んでいます | 2匹の大きな犬が雪の中で一緒に遊んでいます。,2匹の犬が雪の中で戦っています。
2315867011_fc5fc9fa6d.jpg,二人の女の子は黄色い座って跳ね返っています。 | 大きな黄色いバウンスのおもちゃの上に座っている2人の子供。 | 2人の女の子が屋内で大きな黄色いボールで跳ね返ります。 | 2人の小さな女の子が黄色いゴム製のボールのおもちゃに座っています。 | 2人の笑顔の女の子が黄色い弾力のあるボールに座っています。,2人の子供がスライドを滑り落ちます。
543603259_ef26d9c72d.jpg,待っている女性。 | アジア人の女性は彼女のメッシャーバッグと一緒に立っています。 | カメラから目をそらしている女性と、壁の隣とフェンスのそばに立っている別の女性。 | バッグを持った女性が、壁に寄りかかっている男性の近くの通りに立っています。 | 女性は歩道で待っています。,街の通りを歩いている2人の女性。
1206506157_c7956accd5.jpg,犬はおもちゃの上で草の中で戦います。 | 草の上で、オレンジ色のおもちゃのために2匹の茶色の犬の争い。 | 2匹の犬が緑の緑の畑で荒れています。 | 2匹の犬が背の高い草でオレンジ色のおもちゃで遊んでいます。 | 2匹の大きな茶色の犬が草の中で遊んでいます。,2匹の犬が草の中で遊んでいます。
3648081498_76ec091495.jpg,フランネルのスケートボーダーがスケートボードに乗り、ランプの一番上に乗ります。 | 若い男が斜面でスケートボードでトリックをします。 | 若い男はランプでスケートボードのトリックをします。 | スケートボーダーはランプの一番上に到達します。 | スケートボーダーは、スケーターパークでパイプの壁に乗っています。,スケートボードのバイカー。
2473738924_eca928d12f.jpg,空手の制服を着た2人の少女が道場で苦労しています。 | 2人の小さな女の子が白い空手の制服を着ています。 | 2人の小さな女の子が武道を練習しています。 | 空手試合で2人の小さな女の子がスパーします。 | 第三者が横から見ている間、白い格闘技の衣装でスパーリングする2人の若い女の子。,2人の男性が一緒に戦っています。
1348891916_ebd4413033.jpg,ひもに乗った茶色の犬が白い水を通り抜けます。 | 浸した犬が水で遊んでいます。 | 浅い海水で走っているひもに乗った黄褐色の犬。 | ひもに濡れた犬が水を駆け抜けています。 | 浅い水を駆け抜ける茶色の犬。,茶色の犬が海から水の奥深くにいます。
