image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,Un ragazzo che rimbalza su un trampolino. | Un ragazzo che salta su un trampolino. | Un ragazzo salta su un trampolino. | Un bambino in una maglietta bianca a maniche lunghe salta su un trampolino. | Il ragazzo salta sul trampolino fuori casa.,Un ragazzo salta su un trampolino.
2372763106_ddea79d36e.jpg,Un cane nero è completamente a terra mentre è in gara. | Un cane nero che corre in una gara. | Un cane nero che indossa un giubbotto giallo che corre in una competizione. | Un cane di levriero nero sta correndo su una pista indossando il numero sei su una giacca gialla. | Un cane race numerato sei è mezz'aria.,Un cane che corre su una pista.
3109780402_dbae082dc5.jpg,Una ragazza con leggings colorati e una camicia bianca si trova accanto a una ragazza vestita in modo simile in un piccolo cubicolo. | Due ragazze si accovacciano in una piccola stalla. | Due donne in una bancarella del bagno. | Due giovani vestite con camicie bianche siedono in un piccolo spazio. | Due giovani donne sedute contro un muro di cemento.,Due ragazze si abbracciano e sorridono.
217838128_1f0a84ddc1.jpg,Un uomo in una barca da pagaia su un lago. | Un uomo sta remando una canoa su un lago. | Un uomo sta remando sulla sua barca attraverso l'acqua molto ferma. | Un vecchio canoa con pad verde lilly. | L'uomo con il berretto marrone rematrice di una barca sul fiume Calm.,Un uomo e una donna sono seduti su un lago.
3726168984_1fa2c8965b.jpg,Un cane nero si scontra con un cane dorato che ha qualcosa in bocca. | Un cane nero che cerca di accoppiarsi con un cane marrone | Un cane marrone e un cane giallo giocano a combattere su una bottiglia di plastica. | Un cane marrone si arrampica su un cane dorato che porta la bottiglia in bocca. | Due cani giocano con una bottiglia.,Due cani che giocano in un campo.
2578161080_e007c9177a.jpg,Quattro uomini sono in piedi fuori di fronte a una recinzione. | Quattro persone stanno guardando attraverso una recinzione. | Le persone sono in piedi accanto a una recinzione a catena. | Diversi uomini stanno guardando qualcosa attraverso una recinzione. | Giovani che guardano attraverso una recinzione.,Un uomo e una donna si siedono su una panchina del parco.
3500399969_f54ce5848f.jpg,Sette persone si stanno posando su una struttura che si estende su un'area acquosa e sull'oceano. | Sette persone saltano nell'acqua blu chiara. | Sette persone saltano in acqua. | Sette persone saltano in acqua. | Sette persone che saltano in aria per una passeggiata sull'acqua blu.,Una ragazza salta in aria mentre altri guardano.
464116251_1ac4bc91f8.jpg,"Un cane nero, marrone e bianco che salta su una pila di tronchi con alberi sullo sfondo. | Un cane sta saltando su alcuni tronchi. | Un cane salta su una pila di tronchi. | Un cane salta su un mucchio di legno. | Un grande cane sta saltando su alcuni tronchi in una radura boschiva.",Due cani corrono attraverso un campo.
2666205903_8d287669e1.jpg,Un bambino tiene un oggetto colorato e si affaccia su una folla di persone mentre era seduto sulle spalle di una persona anziana. | Una ragazza in un maglione blu si siede sulle spalle di una persona e porta una ruota a pin. | Una ragazza con una camicia blu tiene un fiore mentre si siede sulle spalle di un uomo. | Una giovane ragazza orientale è in piedi sopra la folla che gioca con una ruota a pinna | Girl in blu maglione e tiene in mano un giocattolo multicolore seduto sulle spalle di un uomo con i capelli grigi.,Una folla di persone è in piedi davanti a una folla di persone.
2480832276_fa55480ecb.jpg,"Un uomo in una camicia rossa si arrampica su una roccia sullo sfondo, un albero in primo piano. | Una persona che sale un masso dietro un albero. | Una persona sale una grande roccia sotto un albero. | Una persona che salta in una zona rocciosa e riempita sugli alberi. | Il ragazzo con la camicia rossa si arrampica su una grande roccia.",Un uomo si arrampica su una parete di roccia.
2074244690_82e30ff44b.jpg,Una ragazza che è circondata da altre persone sta scattando una foto in un concerto. | Un gruppo di uomini e donne sta affrontando la direzione di qualcosa che sta accadendo fuori dalla telecamera. | Un gruppo di persone si è riunito di notte a guardare un evento. | Un gruppo di persone riunite per un evento | Diverse persone sono raccolte e guardano un evento.,Una folla di persone è in piedi davanti a una folla di persone.
3294830188_e46bd9b93c.jpg,Uno stormo di uccelli vola via con il cibo nei loro becchi. | Un gabbiano vola sotto un altro con cibo mentre altri tre seguono. | Quattro uccelli stanno inseguendo un altro uccello che ha un pezzo di cibo in bocca | I gabbiani che combattono per un scarto di pane. | Diversi uccelli che volano davanti agli alberi.,Uno stormo di uccelli vola sopra l'acqua.
3639684919_cb6fbf5638.jpg,Una sposa in un abito bianco tiene in mano un bouquet viola mentre è in piedi accanto al suo sposo. | Un paio di posti il ​​giorno del loro matrimonio. | Un uomo e una donna in un abito scuro e un vestito bianco formale per una foto. | Una foto di matrimonio di una sposa con fiori viola e il suo sposo. | Una giovane coppia di abiti da sposa pone per una foto.,Un uomo e una donna si trovano in un abito bianco e nero.
2971298546_dd595cf297.jpg,Una figura umana corre oltre un supporto di fiori. | Una persona passa oltre una grande esibizione di piante e fiori. | Una persona corre in un negozio di fiori e piante. | Un corridore in nero sta passando un negozio di fioristi all'aperto. | Un corridore passa oltre una bancarella di fiori all'aperto.,Una folla di persone è in piedi davanti a una grande folla di persone.
2090387793_274ab4cf7d.jpg,Un ragazzo che indossa neri cammina per strada con le mani tra i pugni. | Un adolescente vestito di nero si trova su una strada innevata. | Un adolescente che indossa All Black tenta di apparire duro con gioielli economici. | Un giovane che indossa un cappello nero e una giacca sta camminando fuori. | L'adolescente punk rock cammina con uno sguardo cattivo sul viso.,Una donna che indossa un cappello nero e un cappello nero cammina lungo una strada.
3562169000_6aa7f1043d.jpg,Un'auto da corsa blu quasi si schianta contro un muro di pneumatici | Un'auto da corsa blu sul lato della pista. | Un'auto da corsa blu scivola fuori dalla pista con le gomme posteriori. | Un'auto da corsa blu scivola dalla pista e colpisce i paraurti mediani bianchi con la sua parte posteriore. | Un autista NASCAR che cerca di tenere la sua auto sul campo,Un'auto da corsa blu sta guidando su una pista sporca.
2375924666_fee50f1cba.jpg,Un cane marrone che tiene una mazza in schiuma che mira a una palla. | Un cane marrone davanti a una recinzione bianca con un oggetto blu e rosso a forma di pipistrello nella sua bocca. | Un cane marrone sta giocando con una mazza blu e rossa in bocca. | Un cane marrone gioca con una mazza giocattolo che pende dalla sua bocca. | Un cane dai capelli lunghi sta giocando con una piccola mazza blu.,Un cane marrone che corre attraverso l'erba.
3176277818_235486a3cd.jpg,Un uomo cammina attraverso un portico. | Molte persone in abbigliamento caldo si affollano intorno ai giochi di carnevale all'interno. | Molte persone che giocano a giochi di carnevale colorati. | Questo mercato è molto impegnato. | Giovani in un portico affollato,Un gruppo di persone è in piedi fuori da un negozio.
1131155939_b4b457b05e.jpg,"Un cane nero corre nell'oceano accanto a una pila di alghe. | Un LAV nero corre nell'acqua sulla spiaggia, con nuotatori in lontananza e alghe di mare in primo piano. | Un cane sulla riva di un oceano, con alghe in primo piano. | Un cane corre tra le onde in spiaggia. | Un mucchio di alghe si siede sulla sabbia, dietro di essa un grande cane nero corre in acqua.",Un cane salta in acqua.
1355703632_5683a4b6fb.jpg,Una giocatrice di softball femminile che fa un tiro. | Una ragazza sta finendo per lanciare un softball. | Una ragazza adolescente sta catturando un softball durante una partita. | Bambini che giocano a softball. | Giovane ragazza che gioca a softball con la Casa Bianca in background,Una ragazza che indossa una camicia verde sta per colpire una palla da baseball.
3477715432_79d82487bb.jpg,"Una ragazza che indossa il pigiama si trova vicino a una ragazza che tiene un volantino. | Due ragazze ballano e una ha la carta in mano. | Due ragazze sono in pantaloni del pigiama e sembrano ballare. | Due ragazze in pigiama all'interno. | Due ragazze adolescenti ballano in fondo in pigiama, uno che tiene un foglio.",Un uomo e una donna si siedono su una panchina del parco.
1244485675_822e6efe60.jpg,Un ragazzo con una camicia grigia e bianca che guarda il suo riflesso. | Un ragazzo che guarda il suo riflesso. | Un ragazzino guarda il suo riflesso in un muro di marmo brunito. | Il bambino sta guardando il suo riflesso nel vetro. | Il giovane asiatico guarda il suo riflesso nel parco.,Un ragazzo con una camicia a strisce che guarda la telecamera.
2922512807_d382528a93.jpg,Un uomo sta volando giù per una rampa di scale sul suo skateboard. | Un giovane senza camicia cavalca il suo skateboard sui gradini. | Un uomo in topless è in volo su uno skateboard di fronte a un edificio bianco. | Un giovane salta giù da una rampa di scale sul suo skateboard | Passi di salto per ragazzi con lo skateboard,Uno skateboarder macina un binario.
311619377_2ba3b36675.jpg,Una donna dai capelli neri in un parka sta guardando i bastoncini di incenso in fiamme. | Una donna guarda un piatto pieno di vapore. | Una donna si alza e osserva l'incenso brucia con il fumo fluttuante. | Una donna si trova su una ciotola di rame con in mano molti incenso in fiamme. | La donna sta guardando una mostra fumosa.,Una donna che indossa una camicia a strisce si trova in una città.
3587781729_bd21ce7b11.jpg,Questa immagine mostra un ragazzo dai capelli biondi e un ragazzo dai capelli castani che sorride mentre oscilla su un'oscillazione delle gomme. | Due bambini ridono e giocano in un'altalena di pneumatici in un parco. | Due bambini condividono un'oscillazione in un parco giochi. | Due bambini stanno oscillando insieme su un'oscillazione di pneumatici. | Due bambini si divertono con un'oscillazione delle gomme.,Due bambini giocano su un'oscillazione di pneumatici.
3376942201_2c45d99237.jpg,Due cani abbaiano in cucina mentre una persona si siede a un tavolo. | Due cani stanno aspettando di essere nutriti in cucina. | Due cani stanno aspettando con la bocca aperta da una persona seduta su una sedia da pranzo. | Due cani abbaiano contro un uomo su una sedia. | Due cani che chiedono una persona parzialmente visti per il cibo a un tavolo da cucina.,Un cane marrone e un cane bianco sono in piedi accanto a un uomo che è seduto su una sedia.
3336211088_4c294a870b.jpg,Una piazza impegnata con diverse persone che hanno conversazioni. | Una folla di persone sta parlando in un quartiere degli affari. | Un gruppo di persone con i cappotti invernali si trova di fronte a un grande edificio. | Un piccolo gruppo di persone sta chiacchierando in una piazza della città. | Una scena di strada con persone di molte età e background.,Un gruppo di persone in piedi fuori da un edificio.
1469358746_2a879abaf3.jpg,Un uomo e il suo cane in montagna. | Un uomo e il suo cane sulla cima di una montagna. | Un uomo che tiene una macchina fotografica è seduto su una montagna con un cane nero. | Un uomo posa con il suo cane nero in cima a una montagna. | Un uomo con un cane.,Un uomo che indossa un cappello nero si trova su una montagna.
2892413015_5ecd9d972a.jpg,Una piccola ragazza bionda che sale su una collina. | Una bambina con una camicia verde e pantaloncini rosa corre su una collina erbosa vicino a un padiglione. | Una ragazza sta camminando su una ripida collina erbosa. | Il bambino con la camicia verde sta correndo su per la collina con un tavolo da picnic dietro di lei. | Il bambino dai capelli biondi sta salendo sul pendio.,Una ragazza che indossa una camicia rosa corre su un marciapiede.
478209058_21e2c37c73.jpg,"Un uomo in rosso sale una roccia in un campo di neve, scogliere e massi caduti. | Un uomo sta salendo una roccia su una montagna nevosa e rocciosa. | Un uomo che indossa una camicia rossa fa scala una roccia in un campo di massi. | Una persona che arrampica su una grande roccia con molte rocce coperte di neve sullo sfondo. | La persona con la camicia a maniche lunghe rossa sta arrampicando una roccia sulla neve.",Un uomo si arrampica su una montagna innevata.
3409947123_a8d07edecf.jpg,Un carnevale a metà strada di notte. | Un gruppo di persone si riunisce in una posizione in fiera. | Cabine in un carnevale | Le cabine di gioco in un carnevale sono mostrate con un negozio di ciambelle in background. | Le persone sono in piedi in un carnevale.,Una donna si trova in un mercato all'aperto.
385186343_464f5fc186.jpg,"Un cane nero in un maglione rosa è sulle zampe posteriori di fronte a una coperta rosa. | Un cane su due piedi che indossa un maglione rosa. | Un cane indossa un maglione rosa. | Un cucciolo che indossa un maglione rosa, salta. | Il cane indossa un maglione rosa.",Un cane marrone e nero è in piedi su un divano.
757133580_ba974ef649.jpg,Un bambino in cima a una finta parete di roccia. | Un bambino arrampica su una parete di roccia. | Un bambino che indossa una camicia verde è l'arrampicata sul bungee. | Un ragazzo con una camicia verde è legato a un'imbracatura che sale una parete di roccia. | Un ragazzo si arrampica su roccia mentre è sospeso in un'imbracatura.,Un ragazzo che sale una parete di roccia.
2709536455_2a6046e38a.jpg,"Cani di neve che ululano. | Questi cani sembrano ululare, all'aperto sulla neve. | Tre cani che abbaiano e ululano | Tre cani in piedi sulla neve con due cani con bocche aperte. | Due cani husky stanno ululando insieme",Un cane bianco e nero sta giocando con un cane marrone chiaro sulla neve.
979201222_75b6456d34.jpg,Due ragazze camminano nel braccio oltre un'arcata di divertimento. | Due ragazze si allontanano dalla telecamera sotto una passerella. | Due ragazze in pantaloncini camminano verso i cartelli del casinò. | Due ragazze adolescenti che camminano lungo una breezeway del centro commerciale. | Due donne camminano sul marciapiede.,Due ragazze che camminano per strada.
3289893683_d4cc3ce208.jpg,"Il giocatore di basket in rosso sta sfidando il giocatore in bianco per la palla. | Gli adolescenti stanno combattendo per un basket durante una partita. | Due giocatori di basket che combattono per il controllo di una palla. | Due giocatori di basket lottano per la palla. | Due maschi, uno in rosso e uno in bianco giocando una partita di basket.",Due giocatori di basket che giocano a basket.
2405978603_6221b0c2e7.jpg,Un cane marrone e bianco che corre in acqua | Un cane marrone e bianco che corre attraverso l'acqua verso un giocattolo. | Un cane marrone sta correndo nell'oceano mentre insegue un frisbee viola. | Un cane che schizza nell'acqua. | Il cane si esaurisce nell'oceano.,Un cane corre attraverso l'acqua.
3461041826_0e24cdf597.jpg,Un cane bianco e nero suona in uno stagno o in un torrente. | Un cane in bianco e nero sta schizzando in acqua. | Un cane in bianco e nero sta schizzando in un flusso. | Un cane che gioca in un po 'd'acqua. | Un cane bianco sta schizzando in un torrente all'aperto accanto a una banca erbosa.,Un cane bianco e nero sta schizzando in acqua.
3356642567_f1d92cb81b.jpg,Una ragazza in un maglione bianco e rosa sta guardando attraverso i rami degli alberi. | Una bambina con i capelli neri colpisce la testa attraverso i rami degli alberi. | Una bambina asiatica abbraccia due rami di alberi. | Una giovane ragazza asiatica si trova tra due tronchi di alberi. | Piccolo ragazza che indossa un maglione bianco in piedi tra i rami di un albero con foglie verdi.,Una bambina in un maglione verde si trova su un'altalena.
3711664623_ef87105ea7.jpg,"Una famiglia di due giovani ragazzi e una donna e uomo posano di fronte a uno sfondo panoramico. | Una donna, un uomo e due figli. | Famiglia in posa per una foto in cima ad alcune rocce di un lago. | Due adulti e due ragazzi in posa con montagne e un lago sullo sfondo | Due adulti e due bambini posano su una montagna.",Un gruppo di persone in posa per una foto.
3120266797_47e7d91614.jpg,"Un gruppo si trova in lontananza mentre il cielo lancia una luce interessante su alcune nuvole. | Un fotografo sta a sinistra di un albero in un campo, che altre quattro persone stanno a destra in una giornata di sole. | Bush scuri, siluette di persone, nuvole. | Gli uomini con attrezzatura da rilevamento sono sullo sfondo del paesaggio. | Persone e arbusti sono sagomati contro un cielo indaco.",Due persone sono sedute su una collina erbosa.
2540326842_bb26cec999.jpg,Un gruppo di bambini guarda fuori da una recinzione. | Un gruppo di bambini fissa una recinzione in qualche tipo di animale. | I bambini guardano attraverso una recinzione. | Cinque bambini e due adulti in piedi fianco a fianco guardando gli animali in una gabbia. | Diversi bambini si sono messi in fila e guardando attraverso una recinzione.,Un gruppo di bambini gioca in una fontana.
3047751696_78c2efe5e6.jpg,Una signora tiene un bambino ed entrambi si guardano l'un l'altro. | Una signora con gli occhiali tiene un bambino che la sta guardando. | Una donna tiene un bambino in un maglione blu. | Una donna tiene un bambino. | Una donna che indossa una maglietta grigia tiene un bambino che indossa una camicia nera sotto un braccio azzurro.,Una donna tiene un bambino mentre un bambino guarda.
3482859574_3908de3427.jpg,Un gruppo di ragazze che indossano costumi si trovano in un parco. | Un gruppo di ragazze che sono gotiche vestite in piedi insieme | Un gruppo di persone in costumi di cosplay anime. | Un gruppo di tre femmine e un maschio vestito in costume | Tre donne sono vestite in costumi mentre uno tiene un ombrello.,Un gruppo di ragazze in posa per una foto.
3641022607_e7a5455d6c.jpg,Un surfista di aquiloni inizia a cadere nell'oceano. | Un uomo parasails nell'acqua mosse. | Un uomo wakeboards su acqua mosse. | Un uomo finisce in una muta. | Un windsurfer sta bilanciando su acqua mosse.,Un uomo che naviga nell'oceano.
3356494271_6103d0b556.jpg,Un uomo e una donna guardano due cani. | Un cane enorme e un cagnolino sono su un sentiero con un uomo alto e una donna più corta. | Due cani e due persone nel bosco. | Due cani sono su una scia nel bosco mentre due persone li guardano da dietro. | Due donne con i loro cani su un sentiero forestale.,Un uomo e una donna sono seduti su una panchina del parco.
2312747482_20a81b2230.jpg,Un bambino fa la testa fuori dalla testa da alcuni fiori. | Un bambino con gli occhi azzurri seduti tra fiori. | Un bambino che gioca in un mucchio di fiori. | Il bambino dai capelli castani si tiene sul bordo di una pentola di fiori in un giardino. | Questo bambino piccolo è in un giardino con fiori tutt'intorno.,Un bambino in un maglione blu si trova in un campo di fiori.
3330675488_8692476a4a.jpg,"Una ragazza con un berretto a maglia verde è pronta a spingere una slitta, con un ragazzino dietro di lei. | Due bambini stanno cavalcando la neve su una cornice simile a una slitta. | Due bambini giocano sulla strada in una giornata nevosa. | Due bambini che cavalcano sulle slitte | Due bambini piccoli Rif = ding slitte lungo la neve.",Due bambini che giocano sulla neve.
236474697_0c73dd5d8b.jpg,Un gruppo di persone tiene bevande e punta alla telecamera. | Un gruppo di persone sta reggendo bevande e indicano la telecamera. | Un gruppo di giovani che tengono bottiglie e indicano la telecamera. | diversi giovani in posa per questa foto con birre | I giovani adulti si trovano a puntare la persona che scatta la foto.,Un gruppo di giovani donne in posa per una foto.
957230475_48f4285ffe.jpg,Un ragazzo lecca il viso maschile più anziano che è coperto da una sostanza cremosa blu e gialla. | Un bambino con una camicia gialla sta leccando il cibo dai colori vivaci dalla guancia di una mans. | Un ragazzo lecca la glassa blu e gialla da una faccia di un giovane. | Un ragazzo sta leccando la glassa colorata dalla faccia di un giovane. | Qualcuno lecca il viso di un uomo con la vernice blu e gialla sul viso.,Una ragazza con una camicia gialla e occhiali da sole sorride alla telecamera.
3603116579_4a28a932e2.jpg,"Un lanciatore di baseball con Shelton sulla camicia lancia la palla. | Un giocatore di baseball in una camicia nera e arancione e con un guanto, lancia la palla. | Un maschio vestito con un vestito sportivo cerca di catturare una palla da baseball. | Un uomo che gioca a baseball. | Il giocatore di baseball sta correndo dopo la palla.",Un ragazzo in uniforme da baseball che gioca a baseball.
944788251_a0bcd4b960.jpg,Un ragazzo e un cane su un molo stanno guardando un altro cane nuotare. | Un ragazzo e un cane si trovano su un molo a guardare un altro cane. | Un ragazzo e un grande cane si trovano su un molo che guarda un altro cane nuotare in acqua. | Un ragazzo e il suo cane stanno guardando un oggetto nell'acqua. | Un ragazzo con una camicia bianca e un cane nero che guarda un altro cane in acqua,Un ragazzo e un cane sono in piedi su un lago.
2410562803_56ec09f41c.jpg,"Una ragazza che usa un laptop, un'altra ragazza e un ragazzo che guarda il suo cellulare. | Un gruppo di persone si siede contro un edificio e usa l'elettronica. | Tre persone siedono vicino a una strada. | Tre persone sedute davanti a un negozio su una panchina. | Tre giovani si siedono fuori e si impegnano con dispositivi elettronici.",Due persone siedono su una panchina del parco.
379006645_b9a2886b51.jpg,"Un cane nero e marrone corre tra due barriere di cemento con la neve. | Un cane corre lungo il corridoio freddo. | Cane di piccolo e nero che cammina con orecchie rianimate. | Il cane nero e marrone cammina verso la telecamera, in una zona chiusa e nevosa. | Il cane marrone e nero sta attraversando una strada innevata.",Un cane nero e marrone chiaro corre attraverso la neve.
3722572342_6904d11d52.jpg,una barca coperta rossa che corre attraverso l'acqua | Una barca rossa ad alta velocità salta attraverso l'acqua. | Una barca a velocità rossa attraversa l'acqua. | Un moto d'acqua accelera attraverso l'acqua. | La barca rossa ha segnato le gare di Graham attraverso l'acqua.,Una barca rossa e bianca è in acqua.
263522013_d118d46b2d.jpg,"Un cane marrone, su un terreno roccioso, scuote l'acqua dal suo corpo. | Un cane che scuote l'acqua. | Un cane che scuote l'acqua. | Un Golden Retriever si sta scrollando di dosso un po 'di acqua | Un cane marrone chiaro che scuote l'acqua da se stesso",Un cane marrone e bianco porta un bastone in bocca.
3420338549_bd78d35243.jpg,Un gruppo di uomini in giacca e cravatta si trova di fronte a una statua di un leone. | Un gruppo di uomini sta parlando di fronte a uno statuto di un leone blu. | Un gruppo di persone in giacca e cravatta sta intorno a un uomo con una camicia rosa che sta tenendo lezioni. | L'uomo che dà una lezione alle persone interessate davanti a una statua indizio. | Uomini in piedi davanti a una statua di un leone.,Un gruppo di persone è in piedi fuori da un edificio.
58357057_dea882479e.jpg,Una figura umana si trova sulla cima di una montagna innevata. | Un uomo è in piedi su una montagna che guarda in lontananza. | Un uomo è in piedi su rocce che guardano verso le montagne. | Un uomo si trova in cima a una montagna. | Uomo in piedi in cima a una montagna al crepuscolo.,Un uomo si trova in cima a una montagna innevata.
3182996527_70d9c323d5.jpg,"Un ciclista salta da una rampa. | Un pilota BMX esegue una acrobazia accanto a una parete coperta di graffiti. | Un uomo con abiti scuri in bicicletta a mezz'aria vicino a una rampa di acrobazia con graffiti dietro di lui. | Una persona in bici è a mezz'aria, torcendo il suo corpo attorno al manubrio, con graffiti dietro di lui. | La persona è in bici.",Un ciclista fa un trucco su una rampa.
99679241_adc853a5c0.jpg,Un uccello grigio si trova maestosamente su una spiaggia mentre le onde rotolano. | Un grande uccello si trova in acqua sulla spiaggia. | Un uccello alto è in piedi sulla sabbia accanto all'oceano. | Un uccello d'acqua in piedi sul bordo dell'oceano. | Una gru bianca è alta mentre si affaccia sull'oceano.,Un uccello che vola attraverso l'acqua.
3079341641_f65f6b0f8b.jpg,"Ci sono due bambine che sorridono in un corridoio | Due bambine in un corridoio, una donna in piedi sullo sfondo. | Due sorelle corrono attraverso i corridoi della casa. | Due bambine che corrono lungo un corridoio. | Due ragazze a giocare in una casa.",Due ragazze che giocano in una casa.
533713001_2d36e93509.jpg,Un gruppo di anziani è seduto fuori sotto il loro ombrello a tema marino. | Un gruppo di persone è seduto attorno a un tavolo sotto un parasole blu. | Un gruppo di persone si siede in un patio esterno con molte piante in vaso. | Un gruppo di persone sedute sulle sedie in cerchio con una conversazione. | Diverse persone sono sedute attorno a un tavolo in un patio.,Un gruppo di persone sedute fuori da un edificio in mattoni.
2785108434_cd4a1c949c.jpg,Un ragazzo sta saltando su acque poco profonde vicino a alcune grandi rocce. | Un bambino che salta in aria sulla spiaggia. | Un bambino salta in aria sopra la spiaggia acquosa. | Un bambino salta in aria sopra l'oceano. | Un giovane ragazzo salta di gioia di fronte a una formazione rocciosa.,Un ragazzo salta in aria sulla spiaggia.
2193980605_4221c6474d.jpg,"Un gruppo di persone sta saltando in aria con le braccia in alto. | Un gruppo di persone in un salto nel deserto, uno che lancia una palla. | Un gruppo di sei persone è saltato in aria nel mezzo del nulla e uno sta catturando una palla. | Sei persone saltano in aria, una di loro che lancia una palla. | Sei persone saltano per la palla.",Un gruppo di persone sta correndo attraverso la sabbia.
3043266735_904dda6ded.jpg,Una persona anziana con un cappello bianco sta leggendo un libro tascabile. | Una donna anziana con un cappello e una sciarpa sta guardando attraverso un libro che ha in mano. | Una donna anziana che indossa un cappello legge un libro. | Una vecchia signora che consulta un libro tascabile. | Una donna con un cappello bianco che legge un libro.,Un uomo con una camicia bianca e un cappello si trova accanto a un edificio in mattoni.
396179143_e1511336e1.jpg,Un Golden Retriever su un guinzaglio si muove attraverso la neve. | Un grande retriever dorato al guinzaglio in piedi sulla neve. | Un cane marrone chiaro su un guinzaglio cammina sulla neve. | Cane marrone chiaro in piombo in piedi sulla superficie coperta di neve bianca. | Il cagnolino al guinzaglio sta camminando attraverso la neve.,Un grande cane marrone sta camminando sulla neve.
3165750962_e2e3843679.jpg,Un cane marrone sta correndo su un sentiero innevato. | Un cane marrone sta correndo attraverso la neve. | Un cane marrone corre lungo un sentiero coperto di neve. | Un cane marrone attraversa un sentiero innevato. | Un cane corre su un sentiero nevoso.,Un cane marrone sta correndo lungo una collina innevata.
2887744223_029f2fd5fe.jpg,"Un uomo è parallelo all'aria, cercando di calciare il pallone da calcio oltre il portiere. | Un calciatore in bianco attacca la palla con un calcio in volo verso il goal del giocatore in rosso mentre un altro membro della squadra guarda. | Un calciatore sta saltando in aria per calciare il pallone da calcio in porta. | Un calciatore sta facendo un calcio volante verso l'obiettivo. | Un calciatore salta lateralmente in aria per calciare la palla.",Due uomini giocano a calcio.
2700147489_f1664f2b61.jpg,Un ragazzo che skateboard su un campo da basket | Un uomo salta in aria mentre esegue una acrobazia sul suo skateboard. | uno skateboarder ollies. | Uomo con la barba che fa acrobazie di skateboard | Il ragazzo con i pantaloni grigi sta completando un salto sul suo skateboard.,Un uomo che indossa una camicia blu sta facendo un trucco da skateboard.
3098707588_5096d20397.jpg,"Due ragazzi vestiti con smoki con legami rossi | Due uomini vestiti per una risata di matrimonio alla telecamera, con bevande in mano. | Due uomini vestiti condividono un brindisi. | Due uomini in abiti abbinati sorridono e bevono. | Due uomini in giacca e cravatta ridono e tengono bevande.",Un uomo e una donna posano per una foto.
804087017_330bcc8c56.jpg,Molte persone in piedi e sedute per strada davanti ai cartelloni pubblicitari. | Persone sedute sulle panchine accanto alla strada. | Due uomini seduti su una panchina su una strada accanto a due donne che fanno lo stesso. | Due persone si siedono su una panchina appoggiate a un edificio con la scrittura. | Due persone siedono su una panchina in una strada cittadina.,Due persone si trovano fuori da un edificio.
241031670_e60f59b8e4.jpg,I tre bambini tengono ombrelli e guardano la cerimonia sotto la pioggia. | Tre bambini con ombrelloni colorati sono sotto la pioggia. | Tre ragazze che tengono ombrelli con le spalle alla telecamera. | Tre ragazze sono sotto gli ombrelli prima di una fase. | Tre ragazze si riparano sotto le loro ombrelli.,Un uomo e una donna sono in piedi davanti a un ombrello blu.
3171451305_f87b9e09ee.jpg,"Un uomo e due donne che sembrano sbiaditi mentre tengono in mano bottiglie di birra. | Un uomo con una camicia rossa e due donne tengono la birra | Uomo calvo, due donne con birre, in posa in evento. | Maglietta Rossa in posa con due giovani donne e tre bottiglie di birra. | Tre persone che tengono birre e posano per una foto.",Un uomo e una donna posano per una foto.
3341477531_4e37450f35.jpg,Un uomo senza camicia sta facendo un trucco da skateboard. | Un uomo senza camicia cavalca uno skateboard. | Un uomo senza camicia skateboard con le braccia in aria. | Uno skateboard da uomo senza camicia su una sporgenza. | Lo skateboarder ama pattinare notturno allo skate park.,Un uomo con una camicia rossa sta facendo un trucco su uno skateboard.
872135364_8c1e47d163.jpg,Un grande cane grigio che indossa un collare a catena ha un cane marrone più piccolo bloccato. | Un cane nero si trova sopra un cane marrone sull'erba. | La rissa di cani marrone e nera sull'erba. | Il mastif si piega scherzosamente il pastore tedesco nell'erba. | Due cani stanno lottando in un campo erboso.,Un cane nero si trova sull'erba.
2052202553_373dad145b.jpg,Un cane marrone si diffonde in un lago per recuperare un bastone. | Un cane porta un bastone molto grande nell'acqua. | Un cane tiene un bastone in bocca nell'acqua. | Un cane corre attraverso un torrente con un bastone in bocca. | Un cane marrone rossastro che cammina in acqua che portava un bastone in bocca.,Un cane marrone cammina attraverso l'acqua poco profonda con un bastone in bocca.
2404692474_37da774368.jpg,Un cane che insegue un'anatra giocattolo. | Un cane corre attraverso l'erba per ottenere il suo giocattolo. | Il cane abbaia il giocattolo. | Il cane di colore chiaro sta inseguendo un giocattolo all'aperto. | Cagnolo bianco che insegue un giocattolo giallo.,Un cane marrone sta giocando con una palla rossa.
2480021389_dda9fb2818.jpg,Un uomo che sale una roccia. | Un uomo è arrampicata su roccia al tramonto. | Un uomo sta ridimensionando un grande masso al crepuscolo. | Un uomo ridimensiona la grande roccia. | Scalatore ridimensionando la roccia di notte.,Un uomo si arrampica su una roccia.
2637959357_dd64a03efa.jpg,Un cane doberman nero e marrone chiaro sta saltando attraverso un po 'd'acqua. | Un cane che salta attraverso l'acqua a un lago | Cane nero con faccia nera e marrone chiaro che corre attraverso l'acqua. | Doberman che salta attraverso l'acqua. | La Pincer Doberman sta saltando attraverso l'acqua.,Un cane che corre attraverso l'acqua.
