image_id,original_captions,generated_caption
310213587_778fe8fb5b.jpg,"Grupa ludzi siedzących na ławkach w parku miejskim. | Mężczyzna pijący napój i trzymając plastikową torbę daleko od innych ludzi. | Mężczyzna pijący sodę stoi przed ławką w pobliżu grupy ludzi siedzących | Mężczyzna w czarnych ubraniach i niebieski kapelusz pije drinka i trzyma torbę na zakupy. | Mężczyzna stoi obok ławki, pijąc sodę, podczas gdy inni ludzie siedzą na pobliskiej ławce.",Dwie osoby siedzą na ławce w parku.
3474985382_26e1560338.jpg,Mężczyzna w żółtym stroju ścigając się na rowerze na pustyni. | Biker z niebieskim hełmem jeżdżącym wzdłuż rustycznego szlaku. | Rowerzysta w jadącym w dół po stromym zboczu. | Hełmany mężczyzna na rowerze jeżdżą na skalistym szlaku. | Mountain Biker schodzi wzgórze na leśnym szlaku.,Osoba jeździ na rowerze w lesie.
3111502208_71e2a414f5.jpg,"Niebieski mundurowy rollerskater walczy o prowadzenie przeciwko długowłosym, wytatuowanym i czerwonym mundurowanym rolkowym. | Dwie dziewczyny walczą z nim w wyścigu Roller Derby z innymi konkurentami i sędzią za nimi. | Dwie kobiety w rolce derby wbijają się w siebie. | Dwie kobiety na rolkach zmagają się. | Dwie kobiety pchają się podczas konkursu na rolce.",Dwóch mężczyzn gra w koszykówkę.
412101267_7257e6d8c0.jpg,"Dwa czarne psy skaczą i bawią się żółtą piłką tenisową na śniegu. | Dwie pies gra na śniegu. | Dwa psy, jeden z piłką tenisową w ustach, bawią się razem na śniegu. | Dwa psy bawią się piłką na śniegu. | Dwa psy bawią się piłką tenisową na śniegu.",Dwa psy bawią się na śniegu.
3070274658_fc39fd4f84.jpg,Mężczyźni w strojach Drak wokół ogniska | Mężczyźni siedzą przy ogniu. | Trzech mężczyzn siedzi w nocy przy ognisku z stołem napojów obok nich. | Trzech mężczyzn siedzących wokół ognia przed kabiną. | Trzech starszych mężczyzn siedzi w nocy przy ognisku.,Grupa ludzi stoi w nocy w nocy.
311267421_e204e643cf.jpg,Czarno -biały i brązowy i biały pies biegający na trawiastym polu przed stojakiem drzew. | Dwa psy biegają na trawiastym polu. | Dwa psy biegają przez pole trawy. | Dwa psy biegają przez trawiasty obszar. | Dwa psy biegające przez trawiaste pole.,Dwa psy bawią się na polu.
3608752424_01a1cfd8a6.jpg,"Kilka psów biegających przez wodę z drzewami w tle | Dwa psy biegają przez mały staw | Dwa psy bawią się w rzece, jeden robi plusk. | Dwa psy biegną przez wodę w pobliżu drzew. | Dwa psy stojące w jeziorze.",Dwa psy bawią się w wodzie.
3567604049_da9e1be4ba.jpg,Mężczyzna ma zamiar zrobić wręcz brzucha do basenu. | Mężczyzna wskakuje do niebieskiego basenu wody. | Młody chłopiec wskakuje do basenu z wyciągniętymi ramionami. | Chłopiec w czarnych pniach pływago zanurza się w basenie. | Chłopiec wskakuje do dużego basenu.,Chłopiec wskakuje do basenu.
3012513414_86180c44cb.jpg,"Mężczyzna wykonuje skok narciarski na śniegu. | Narciarz w czarnym topie, który skakał z niebieskim i białym znakiem na stosie śniegu pod spodem. | Narciarz wysoko w powietrzu po skoku. | Mężczyzna na nartach próbujących przeskoczyć na stos śniegu | Narciarz jest w powietrzu po zejściu z rampy.",Osoba na nartach w powietrzu.
415118186_64defc96f3.jpg,"Mężczyzna w kolorze czarnym patrzy na śnieżny krajobraz. | Mężczyzna wygląda na zamrożoną tundrę. | Mężczyzna w czarnych ubraniach, stojący i patrząc na śnieżną scenę. | Osoba w ciemnej odzieży robi migawkę śnieżnej sceny. | Osoba robiąca zdjęcia na śniegu.",Dwie osoby stoją na śniegu.
1807169176_7f5226bf5a.jpg,Grupa ludzi siedzi w nocy wokół płonącego ognia. | Duże ognisko w nocy z kilkoma osobami wokół niego. | Ludzie są grupowani wokół ogniska w nocy. | Ludzie siedzący w nocy przy ognisku. | Kilka osób siedzi wokół ognia w nocy.,Grupa ludzi siedzi w nocy w nocy.
2992808092_5f677085b7.jpg,Dwóch chłopców walczy o piłkę. | Dwóch hokeistów w trawie walczą o piłkę. | Dwóch hokeistów próbuje zastrzelić krążek na trawie. | Dwóch przeciwników męskich graczy goni piłkę w hokeju na trawie. | Dwóch nastolatków uczestniczy w grze hokeja na trawie.,Dwóch mężczyzn gra w piłkę nożną.
108899015_bf36131a57.jpg,Samotny narciarz wchodzi na górę. | Narciarnie na szczycie śniegu pokrytego wzgórzem. | Dwóch turystów wspinających się na śnieżne wzgórze. | Dwie osoby znajdują się na pokrytej śniegiem góry. | Dwie osoby wspinające się na zaśnieżoną górę.,Osoba jeździ na nartach.
590445887_4d4fa43923.jpg,Kobieta w zielonej peruce Hula-hoops przed tłumem. | Kobieta z zielonymi włosami hula-hoops w kwiatowym pomarańczowym topie. | Kobieta z zielonymi włosami Hula obręczy przed tłumem. | Kobieta z zielonymi włosami to Hula Hooping. | Dziewczyna z zielonymi włosami i zieloną rękawicą kołyszą się w Hula Hoop.,Mała dziewczynka w różowej koszuli znajduje się na placu zabaw.
1363924449_487f0733df.jpg,Chłopiec trzyma ręce na głowie. | Dziecko z rękami na głowie. | Mały chłopiec w koszuli w paski ma ręce na głowie. | Mały chłopiec stoi z rękami na głowie | Blond chłopiec w koszuli w paski przechodzi przez trawę.,Małe dziecko bawi się na trawie.
3080056515_3013830309.jpg,Chłopiec szepcze do dziewczyny w czerwono -białym kapeluszu i szaliku. | Jedna osoba szepcze do drugiej. | Chłopiec szepcze do ucha dziewcząt. | Dziecko w czerwono -białym kapeluszu słucha dziecka z brązowymi włosami i zieloną kurtką. | Dwoje dzieci stojących bardzo blisko.,Dwoje małych dzieci bawi się w basenie.
3638688673_176f99d7fd.jpg,Chłopiec w huśtawce. | Chłopiec kołysze się na zestawie huśtawki. | Dziecko u szczytu huśtawki. | Młody chłopiec kołyszący się na huśtawce. | Młody chłopiec krąży w powietrzu.,Mała dziewczynka w różowej koszuli znajduje się na placu zabaw.
2479180530_7ebba2d8bf.jpg,"Brązowy pies niosący kij. | Brązowy pies biegnie na piasku niosąc patyk. | Brązowy pies biegnie na piasku, trzymając patyk. | Pies biegnie po piasku z patykiem w ustach. | Pies bawi się kijem na plaży.",Brązowy pies biegnie po piasku.
3362189985_fbae8f860a.jpg,"Mężczyzna w spalonej czerwonej koszuli niosącą torbę na ramię idącą ulicą miejską. | Mężczyzna w czerwonej koszulce, siwe włosy stoją z czarnym plecakiem na ramieniu. | Mężczyzna ubrany w czerwoną koszulę patrzy po lewej stronie, stojąc w mieście. | Mężczyzna niosący torbę na ramię idzieli ulicą. | Mężczyzna w czerwonej koszuli nosi czarną torbę ulicami miasta.",Dwóch mężczyzn gra w koszykówkę.
2867968184_908d87cf2c.jpg,Mężczyzna robiąca sztuczkę deskorolką w powietrzu podczas nagrywania wideo. | Mężczyzna wykonuje sztuczkę z deskorolki. | Nastolatek chłopiec wykonuje sztuczkę ze swoją deskorolką o ścianę. | Chłopiec jest deskorolką. | Skateboarder w dżinsach i biała koszula skacze na rampie.,Skateboarder wykonuje sztuczkę na rampie.
3508882611_3947c0dbf5.jpg,Pani prowadzi swojego psa przez kurs zwinności. | Duży szary pies przeskakuje nad białą przeszkodą. | Kobieta i pies pracują przez kurs zwinności. | Kobieta biegająca po kursie z szarym psem skaczącym po balustradzie | Trener prowadzi swojego psa przez trening z zieloną fajką,Mały brązowy i biały pies bawi się na trawie.
470887785_e0b1241d94.jpg,"Pani wygłasza przemówienie z ludobójstwem ormiańskiego. | Bliskowschodni kobieta rozmawia z mikrofonem na imprezie protestacyjnej. | Mówiąca kobieta na podium ma napisane na niej zdanie „Ormian Ludobójstwo”, otoczone przez kapłanów i mężczyzn w garniturach. | Kobieta przemawiająca na imprezie z ludobójstwem armeńskiego | Kobieta mówi na podium otoczonym religijnymi mężczyznami.","Dwóch mężczyzn stoi na zewnątrz, podczas gdy inni patrzą."
3692746368_ab7d97ab31.jpg,"Dwie osoby wciągają żółtą tratwę do rzeki. | Dwie osoby są w stawie ciągnącym tratwę. | Dwie osoby przepychają żółty ponton przez strumień, gdy mężczyzna biegnie w ich kierunku. | Dwie osoby w brązowych czapkach ciągną żółtą rurkę w małym stawie otoczonym zielenią. | Dwie osoby przedzierają się przez wodę tratwą.",Dwoje małych dzieci bawiących się w wodzie.
3317145805_071b15debb.jpg,"Czarny pies z czerwono -białą zabawką dla psów w ustach, stojąc przed budynkiem. | Czarny pudel z czerwoną zabawką linową w ustach. | Czarny pudel z zabawką linową w ustach. | Czarny standardowy pudel bawi się czerwono -białą zabawką na zewnątrz. | Czarny pudel niosący czerwono -białą zabawkę dla psów",Dwa psy bawią się na zewnątrz.
3448855727_f16dea7b03.jpg,"Grupa dzieci pisze z czarnym znacznikiem na plecach jednego z przyjaciół. | Grupa młodych mężczyzn śmieje się, gdy piszą na plecach przyjaciela ze znacznikiem. | Chłopcy na przyjęciu przyciągającym plecy przyjaciela z czarnym znacznikiem. | Stypendyści piszący na odwrocie przyjaciela z czarnymi markerami. | Ludzie piszą i czerpią z innej osoby z znacznikiem.",Dwóch małych chłopców gra w koszykówkę.
3438858409_136345fa07.jpg,"Grupa mężczyzn w spodniach kamuflażowych, łamanie tańca na scenie na społeczności baseballowej. | Mężczyzna daje drugiemu człowiekowi przejażdżkę świnką. | Czterech mężczyzn tańczą na scenie w żółtych i pomarańczowych koszulach. | Trzech mężczyzn wspinających się na żółte i brązowe koszule. | Dwóch mężczyzn w kolorze żółtym tańczy z dwoma mężczyznami na brązu na scenie.",Dwóch mężczyzn gra w koszykówkę.
1937262236_cbf5bfa101.jpg,Psy walczą nad czerwoną i różową kulą. | Dwa psy przyciągają tę samą pomarańczową piłkę podczas gry w piasku. | Dwa psy walczące o różową i czerwoną zabawkę | Dwa psy bawią się w holowniku z piłką. | Dwa psy szarpią różową i pomarańczową kulkę z przeciwnych końców.,Dwa psy bawią się w piasku.
2782433864_5a0c311d87.jpg,"Trzy psy stoją w piasku. | Trzy małe psy stoją w piasku i patrzą na siebie. | Trzy małe psy, z których dwa są wąchającymi nosami. | Dwa psy się spotykają i sprawdzają trzeciego psa na plaży. | Dwa małe psy stojące przed trzecim psem.",Dwa psy bawią się w piasku.
380041023_0dfd712ef1.jpg,Brązowy i czarny pies biegnie przez liście. | Brązowy pies biegnie. | Brązowy pies z czerwonym kołnierzem skaczącym przez liściasty trawnik. | Pies z płaszczem w kolorze prażonym biegnie przez podwórko. | Brązowy pies ma na sobie czerwony kołnierz.,Dwa psy bawią się na trawie.
610590753_cd69ce081a.jpg,"Pies biegnie przez jezioro w kierunku niektórych drzew. | Pies wpadający do stawu, aby coś pobrać. | Pies pływający w stawie. | Zwierzę próbuje przekroczyć rzekę. | Nieznane zwierzę lub osoba pływa w naturalnym otoczeniu jeziora.",Dwoje małych dzieci bawi się w wodzie.
339350939_6643bfb270.jpg,Czarny pies goni ptakom na linii brzegowej | Czarny pies goni dwa ptaki na brzegu oceanu. | Pies biegnie wzdłuż plaży obok oceanu. | Czarny pies biegnie za trzema ptakami na brzegu z falami w tle. | Wzdłuż plaży biegnie pies.,Dwa psy bawią się na plaży.
3503624011_733d745d5a.jpg,Uśmiecha się dziewczyna z gwiazdą pomalowaną na jej twarzy. | Pani w cekinowej czapce z czerwoną farbą twarzy. | Kobieta w czerwonym kapeluszu i farba twarzy uśmiecha się do innej kobiety. | Uśmiechająca się kobieta z pomalowaną twarzą. | Kobieta ma twarz pomalowaną czerwoną gwiazdą i pije piwo.,Mała dziewczynka w czerwonej kurtce uśmiecha się do aparatu.
3310551665_15b79ef4ea.jpg,Dziecko patrzy na gigantyczną bańkę. | Dzieciak w żółto szturchając twarz w bańce. | Azjatycki chłopiec wkłada głowę do dużej bańki. | młody chłopak wbijający głowę do ogromnej bańki | Dziecko w żółtej koszuli z głową wewnątrz dużej bańki.,Małe dziecko bawi się w basenie.
756909515_a416161656.jpg,Trzy psy bawią się w wodzie. | W wodzie bawią się trzy psy w różnych odcieniach brązu. | Trzy psy bawiące się w zielonej wodzie. | Trzy psy bawią się w wodzie. | Trzy psy bawią się razem w wodzie.,Dwa psy bawią się w wodzie.
3517466790_17c7753a1a.jpg,"Kilka ludzi ubranych, stoi wokół rozmowy. | Dziewczyna w białej sukience wygląda jak inni młodzi ludzie w formacie formalnym. | Grupa nastolatków w formalnym noszeniu się i patrzy na siebie. | Tłum ludzi na formalnym wydarzeniu. | Nastolatki noszące formalne ubrania stoją w grupie na zewnątrz.","Dwie kobiety stoją na zewnątrz, patrząc na coś, podczas gdy tłum patrzy."
3417037373_67f7db2dd2.jpg,"Grupa dzieci w kostiumach, uczenie się tańca od instruktora. | Dzieci i dorośli w jasnych ubraniach tańczą. | Dzieci w kolorowych kostiumach występują na scenie obok białego budynku. | Małe dzieci z kolorowymi spódnicami nad ubraniami tańczą. | Ludzie robią gesty ręczne.",Dwóch mężczyzn gra w koszykówkę.
3477683327_d9e6a2a64f.jpg,"Mężczyzna i młody chłopiec w Waders stoją w bardzo płytkiej wodzie. | Dwóch mężczyzn łowią w rzece. | Dwóch mężczyzn wędruje muchą w niskim mętnym stawie. | Dwóch mężczyzn łowią ryby, stojąc w rzece. | Dwie osoby łowią w stawie",Dwóch mężczyzn w kostiumach kąpielowych stoi w wodzie.
413737417_b0a8b445e9.jpg,Grupa obozuje w opuszczonym obszarze. | Grupa ludzi biwakuje na niektórych skałach. | Mała grupa ludzi stoi na skalistym polu otoczonym sprzętem kempingowym i łatami śniegu. | Ludzie ze sprzętem kempingowym na skalistym terenie. | Trzech zimnych mężczyzn wyznaczyło swoje zapasy w rowie.,Dwie osoby stoją na górze.
3041689520_c481bdb20e.jpg,Nagie dzieci bawią się na błotnistym brzegu rzeki. | Trzech chłopców grających w błocie. | Troje dzieci na obszarach wiejskich bawiących się w błotnistej wodzie. | Troje nagich dzieci bawiących się w błotnistej wodzie. | Trzech nagich chłopców bawi się w rzece i są pokryte błotem; jeden stoi.,Dwoje małych dzieci bawi się w wodzie.
3335097235_538f4777c3.jpg,Mokry pies biegający na suchym polu. | Czarno -biały pies biegający na zewnątrz. | Brązowy i biały pies biegnie przez pędzel. | Pies biegnie z językiem wiszącym z ust. | Biały i czarny pies biegnie przez pole.,Czarno -biały pies biegnie na polu.
1119015538_e8e796281e.jpg,"Mały brązowy pies z dużymi uszami biegnąc przez trawę. | Zabawny pies biegnie przez trawę. | Małe uszy psy sięgają, gdy biegną w trawie. | Mały pies biegnie przez trawnik. | To mały beżowy pies biegający przez trawiaste pole",Dwa psy bawią się na trawie.
3165936115_cb4017d94e.jpg,"Dwóch mężczyzn żonglujących czerwonymi, niebieskimi i zielonymi blokami. | Dwóch mężczyzn wygląda, jakby bawili się pudełkami w centrum handlowym. | Dwóch mężczyzn stoją żonglując kolorowymi pudełkami, podczas gdy inni mężczyźni stoją na balkonie. | Dwóch młodych azjatyckich mężczyzn żongluje kolorowymi pudełkami w centrum handlowym. | Dwóch młodych mężczyzn żongluje wielokolorowymi blokami z obserwującymi ludzi.",Dwóch mężczyzn gra w koszykówkę.
2089539651_9e518ec7de.jpg,Na wzgórzu stoi turysta z dwoma biegunami turystycznymi z widokiem na miasto pod nim. | Turę z dwoma kijami stoi na ścieżce wysoko na wzgórzu. | Mężczyzna na pielęgnację stoi na klifie z widokiem na miasto. | Mężczyzna wędruje na polnej ścieżce wysoko nad miastem. | Osoba trzymająca słupy stoi na skalnej półce z krzakami po każdej stronie z widokiem na góry.,Mężczyzna stoi na szczycie klifu.
848180689_d67a1361ce.jpg,"Dziewczyna i kobieta bawią się piłką w basenie. | Kobieta i mała dziewczynka bawią się piłką w basenie pod niektórymi zsypami wodnymi. | Młoda dziewczyna i kobieta grają w siatkówkę z piłką plażową. | Matka i córka mrugają w powietrze w powietrzu w parku wodnym. | Dwie dziewczyny w basenie, jedna łapiąca piłkę, którą rzuciła druga.",Chłopiec wskakuje do basenu.
114051287_dd85625a04.jpg,Chłopiec ubrany w strój piłki nożnej i trzymający buty wydostania się z samochodu. | Chłopiec w czerwonym pasku piłki nożnej trzyma buty w dłoni podczas wyjścia z samochodu. | Chłopiec w okularach ma na sobie czerwoną koszulę. | Dziecko wychodzące z samochodu w butach piłkarskich. | Młody chłopiec wysiada z furgonetki i przygotowuje buty do noszenia podczas gry w piłkę nożną.,Mały chłopiec w niebieskiej koszuli gra w koszykówkę.
3123770450_cedc16d162.jpg,jeleń i kilka indyków razem na śniegu | Jeleń patrzy na 5 indyków na śniegu. | Jelenie i indyki na śniegu. | Jelenie i indyki stoją na śniegu. | Duże indyki i jelenie stoją na śniegu.,Dwa psy bawią się na śniegu.
378170167_9b5119d918.jpg,Biały pies biegnie wzdłuż ścieżki na zewnątrz. | Biały pies podróżuje wąską ścieżką w parku. | Żółty pies biegający wzdłuż leśnej ścieżki. | Dwukolorowy pies biegnie szlakiem. | Biały pies podróżujący samotnie przez utwardzoną ścieżkę przez niektóre lasy,Biały pies biegnie polnej ścieżce.
2831672255_d779807c14.jpg,Brązowy pies spływa po zielonej i żółtej przeszkodzie. | Pies na zawodach spada na rampę. | Pies biegający po rampie podczas pokazu psa. | Jasnobrązowy pies spaceruje po niebiesko -żółtej rampie. | Pies biegnie drewnianą rampą.,Brązowy pies przeskakuje nad przeszkodą.
1357724865_4faf4e1418.jpg,Połowa ubrana mężczyzna wchodzi do rzeki na dnie małego wodospadu. | Mężczyzna stoi w wodzie w pobliżu wodospadu. | Mężczyzna stojący w wodzie u podstawy wodospadu. | Mężczyzna brodzi w wodzie i obserwuje wodospad. | Mężczyzna stoi w zbiorniku wodnym w pobliżu wodospadu.,Osoba nosząca czarny płaszcz idzie po skałach.
465859490_b077219424.jpg,"Grupa ludzi słucha mężczyzny z wąsami przemawiającym do mikrofonu. | Pani o brązowych włosach siedzących przy stole, podczas gdy ktoś mówi na mikrofonie w tle. | Mężczyzna trzyma mikrofon i mówi jako grupa siedzących ludzi, a jedna kobieta patrzy w dół. | Kobieta przy stole spogląda w dół. | Ludzie siedzą stoły, podczas gdy mężczyzna mówi z mikrofonem.",Dwóch mężczyzn gra na gitarze.
3178300150_d4605ff02c.jpg,"Koszykarz skacze z piłką, podczas gdy przeciwnicy próbują go zablokować. | Pro koszykarz w białym mundurze Miami wykonuje ruch obrony. | Koszykarze próbują zablokować piłkę przed bramką. | Mężczyzna w mundurze koszykówki Miami skakał, aby zrobić strzał. | Basketball jest numerem 21 od Miami.",Koszykarz przygotowuje się do koszykówki.
497122685_a51b29dc46.jpg,"Dziewczyna w kolorowym kostiumu kąpielowym wyrzucana z wsuwanej wody do basenu. | Dziewczyna krzyczy, gdy zjeżdża z zjeżdżalni. | Mała dziewczynka wślizgna się do basenu. | Dziewczyna wychodzi z zjeżdżania wody do basenu. | Młoda dziewczyna w kostiumu kąpielowym spadającym z końca zjeżdżalni do basenu.",Chłopiec wskakuje do basenu.
433855742_c2a6fda763.jpg,"Pies podskakuje nogę mężczyzny, aby wziąć frisbee z jego ręki. | Pies skacze na frisbee, którą trzyma dziewczyna. | Osoba w czarnym płaszczu grającym frisbee z psem w pobliżu zalesionego obszaru. | Kobieta i pies bawią się dyskem na polu. | Właścicielka psa próbuje odzyskać frisbee ze swojego zwierzaka.",Brązowy pies biegnie przez pole.
2318502106_33f2e4b4fc.jpg,Mężczyzna w pniach pływackich żongluje na plaży | Mężczyzna żongluje na plaży. | Mężczyzna koszuli żongluje pałkami na plaży. | Młody mężczyzna w pniach kąpielowy żongluje na plaży. | Żalowicz na plaży w niebieskim stroju kąpielowym.,Dwóch chłopców bawi się na plaży.
1470132731_fa416b7504.jpg,Czarny pies biegnie w wodzie. | Czarny pies wpadający do wody. | Czarny pies biegający przez wodę. | Czarny pies biegnie przez wodę. | Czarny pies rozpryskuje się przez wodę.,Czarny pies biegnie przez wodę.
3305895920_100a67d148.jpg,"Koszykarz z jednej drużyny odbija się, a trzech graczy przeciwstawia się mu. | Koszykarz w Orange ma piłkę, a trzy inne w niebiesko -białe obronie. | Koszykarz w Orange próbuje strzelić gola przez trzech mężczyzn z drużyny przeciwnej. | Czterech mężczyzn gra w meczu koszykówki. | Trzech koszykówki w bieli bronią się przed atakującym graczem z piłką w Orange.",Dwóch mężczyzn gra w koszykówkę.
537758332_8beb9cf522.jpg,Dwoje dzieci jest na gigantycznym nadmuchiwanym zjeździe. | Dwoje dzieci trzymających się za ręce schodząc z dużego nadmuchiwanego zjeżdżalni. | Dwie dziewczyny zjeżdżają z slajdu wypełnionego powietrzem. | Dwoje dzieci zjeżdżało po gigantycznym nadmuchiwanym zjeździe. | Dwie małe dziewczynki zjeżdżały po napompowanym zjeżdżalni.,Dwoje małych dzieci bawiących się po zjeżdżalni.
2607099736_8681f601d9.jpg,Gimnastyczka pochyla się na żółtej macie na trawie. | Zapaśnik skaczący i wskazujący na matę. | Młody zapaśnik jest rzucany na żółtą matę. | Osoba w Blue Shorts ma na sobie czarne buty z białymi paskami. | Wrestler skacze w powietrzu.,Dwóch mężczyzn gra w koszykówkę.
1295698260_e10c53c137.jpg,"Tłum ludzi patrzy na coś poza ramą, jeden człowiek robi zdjęcie. | Grupa ludzi przestaje na coś patrzeć, gdy robi się zdjęcie. | Kobieta z torbą na zakupy „Sale” stoi w tłumie obok młodego mężczyzny z aparatem. | Mężczyzna robi zdjęcie, podczas gdy tłum się zbiera. | Kobieta w okularach trzyma czerwono -białą torbę na wyprzedaż.",Dwóch mężczyzn gra w koszykówkę.
2774554310_007e980a90.jpg,Kobieta ubrana na czarno -różową ma duży tatuaż na plecach. | Kobieta w różowych spodniach i czarny zbiornik wyświetla tatuaż na plecach. | Kobieta ubrana w czarny zbiornik odsłaniający duży bajkowy tatuaż. | Kobieta z tatuażem na plecach odchodzi od kamery. | Kobieta w różowych spodniach ma na plecach tatuaż motyla.,Kobieta w czerwonej koszuli i okularach przeciwsłonecznych idzie po chodniku.
478754346_addb53893c.jpg,Rower rowerowy zbliża się do skoku. | Brudnik z numerem 625 ściga się na kursie. | Mężczyzna w hełmie wyskakuje na rower. | Mężczyzna w żółtym jeździ na motocross rower w dół w lesie. | Rower z brudem,Osoba jeździ na motocyklu.
3650111717_346804ec2f.jpg,"Pies skacze w powietrzu z kwiatami w ustach w bardzo wietrzny dzień. | Mały, mokry pies skacze, by złapać kij. | Mokry pies łapie wodorosty do ust. | Biały i brązowy pies gra w ziemi z zabawką. | Pies przeskakuje na plażę, aby odzyskać nieznany przedmiot.",Brązowy i biały pies biegnie na polu.
496110746_a93ca191ae.jpg,"Dziecko huśta się na huśtawce. | Dzieciak jest do góry nogami na huśtawce. | małe dziecko w fioletowej koszuli zwisającej do góry nogami na huśtawce | Mała dziewczynka, do góry nogami na huśtawce. | Dziewczyna nosi fioletowy strój i waha się do góry nogami.",Mała dziewczynka w różowej koszuli wspina się na skalnej ścianie.
2755362721_368cbde668.jpg,"Wyścigi chartów. | Na torze biegnie na torze kagańce z greyhoundem. | Stopy psa wyścigowego kopią w błoto, gdy leży wokół krzywej. | Piasek jest wyrzucony z biegiem dwóch zwierząt. | Dwa psy na mokrym, piaszczystym torze.",Dwa psy bawią się na torze.
3416339125_0860d3d1eb.jpg,"Mężczyzna w białej koszuli i okularach przeciwsłonecznych oraz mężczyzna w czarnej koszuli i okularach przeciwsłonecznych siedzą przy stole z czterema butelkami piwa. | Dwóch facetów siedzi przy stole, obaj z piwami w rękach. | Dwóch mężczyzn pijących piwo przy stole | Dwóch mężczyzn w okularach przeciwsłonecznych siedzi przy stole pijącym piwo. | Dwóch mężczyzn siedzi przy małym okrągłym stole i pije piwo.",Dwóch mężczyzn gra w koszykówkę.
2130851544_d36f4f2ea6.jpg,"Chłopiec trzyma duży sopel. | Chłopiec trzyma sopel | Serdecznie ubrany chłopiec udający sopel jest bronią. | młody chłopiec udający grę z pistoletem do rzeźby lodowej | Chłopiec trzymający sopel udający, że to broń.",Chłopiec w niebieskiej koszuli wspina się na skalnej ścianie.
2902661518_1513be3ea6.jpg,"Łysy człowiek w kolorze czarnym równoważy swoją deskorolkę na ścianie cementowej, a jego cień następuje. | Mężczyzna wykonuje skaczącą sztuczkę na deskorolce i tworzy cień na ścianie za nim. | Skateboarder w czarnej koszuli robi sztuczkę. | Skateboarder mierzy betonową poręcz. | Mężczyzna to deskorolka.",Skateboarder wykonuje sztuczkę w powietrzu.
3255732353_fbc487aefc.jpg,"Dziecko w różowym rzucając śnieżką w dziecko w niebieskim. | Dziewczyna na różowym rzuca śnieżką dziewczynę w niebieskim. | Dwie dziewczyny bawią się na śniegu i rzucają śnieżki. | Dwie dziewczyny w zimowych kurtkach, dzianinowych czapkach i GLVoes są na zewnątrz na śniegu. | Dwoje małych dzieci w zimowych płaszczach bawi się na śniegu.",Dwoje małych dzieci bawi się na śniegu.
1814086703_33390d5fc7.jpg,Pies patrzy za sobą. | Ran Pies biegnie obok innego psa na zewnątrz | Dwa psy biegają obok siebie na trawie. | Dwa psy biegają razem w pobliżu liści. | Dwa małe psy biegają po polnej drodze pokrytej liśćmi.,Dwa psy bawią się na trawie.
3424934891_69f18da66e.jpg,Dwa psy bawią się razem i walczą o zabawkę. | Dwa psy walczą o kość. | Dwa psy chwytają jednocześnie czerwony obiekt. | Dwa psy bawiące się tą samą czerwoną zabawką. | Dwa psy bawią się w holowniku wojny o czerwoną zabawkę.,Dwa psy bawią się razem.
2348924378_47e556d81a.jpg,Dziecko gra T-Ball. | Mały chłopiec kołysze nietoperza przy piłce. | Młody chłopak śpiewa w dużym baseballu z koszulki. | Młody chłopiec kołysze nietoperza w dużym baseballu. | Mały chłopiec ma na sobie niebieską koszulę i gra w baseball.,Chłopiec w czerwonej koszuli gra na placu zabaw.
2070831523_5035d5537e.jpg,"Rozmyte zdjęcie kobiety jadącej na rowerze. | Kobieta z czarnym szalikiem i hełm jadący na rowerze. | Kobieta jesienią jesienią jesienią na rowerze. | Dziewczyna ma na sobie brązowy płaszcz i hełm, gdy jeździ na rowerze. | Kobieta jeździ na rowerze jesienią w brązowej kurtce",Mężczyzna jeździ na rowerze w lesie.
2414397449_2ac3b78e0d.jpg,"Mały biały i czarny pies skacze nad głową dużego brązowego psa w polu zielonej trawy. | Mały pies ląduje na dużego psa, który próbuje zdobyć płytę. | Małe białe psy przeskakują po tył większego psa, aby ścigać swoją zabawkę. | Dwa psy bawią się na polu wysokiej trawy. | Biały i czarny pies przeskakuje po rudowłosym psie na trawie.",Dwa psy bawią się na trawie.
3330019493_fd36fbc2ea.jpg,Zniekształcone zdjęcie faceta na motocyklu w lesie | Facet na rowerze w lesie. | Mężczyzna na motocyklu w lesie w czarnym hełmie. | Mountain Biker w lesie. | Mountain Biker jadący przez las.,Osoba jeździ na motocyklu w lesie.
3091912922_0d6ebc8f6a.jpg,"Pies biegnie trzymając żółtą zabawkę psa jesienią, ławkę w tle. | Pies biegnie z żółtą zabawką w ustach. | Banel pies biegający przez trawę z zabawką w ustach. | Brązowy pies biegnie przez trawę z żółtą zabawką w ustach. | Pies kolorowy ma żółtą zabawkę w ustach.",Dwa psy bawią się na trawie.
516725192_c9cdd63878.jpg,"Rybak stoi na plaży w szary dzień. | Mężczyzna trzymający słup rybacki i sprzęt wchodzący z oceanu. | Mężczyzna w żółtej czapce znajduje się na plaży niosącej słup rybacki. | Mężczyzna z słupkiem rybackim stojącym na plaży. | Osoba stoi w oceanie w pełni ubrana, trzymając słup rybacki w jednej ręce, a w drugiej pudełko na sprzęt.",Dwoje małych dzieci bawi się na plaży.
