image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,Um menino pulando em um trampolim. | Um garoto pulando em um trampolim. | Um garoto pula em um trampolim. | Um garotinho em uma camiseta branca de mangas compridas pula em um trampolim. | O garoto pula em trampolim do lado de fora da casa.,Um menino está pulando em um trampolim.
3295452057_0c987f895f.jpg,"Um cachorro marrom está pulando em um cachorro preto e branco. | Um chow pula em um Huskey. | Um cachorro laranja menor colocando a cabeça em um cachorro preto e branco maior | Dois cães estão brincando na terra. | Dois cães brincam em uma grande área cercada, enquanto dois homens assistem à distância.",Dois cães estão correndo em um caminho de terra.
2837808847_5407af1986.jpg,"Um cachorro marrom e um cachorro preto na beira do oceano com uma onda sob eles estão na água ao fundo. | Dois cães, um marrom e o outro preto, brincam nas ondas na água do oceano raso. | Dois cães brincando nas ondas. | Dois cães brincam na água. | Dois cães voltam para trás no oceano.",Dois cães brincando na água.
673806038_0a3682a83f.jpg,Um menino de roupa de mergulho verde leva sua vez em um aspersor de água e um grupo de outros esperam. | Um grupo de crianças brinca em um aspersor do lado de fora. | As crianças estão se revezando correndo por um aspersor de água. | Várias crianças correm e brincam nos aspersores. | O garoto leva sua vez pelo aspersor e pula de alegria.,Um grupo de crianças brinca com um grupo de crianças.
3156113206_53c2a7b5d8.jpg,Três meninos andam em pedras ao longo de um rio. | Três homens andam em pedras por um riacho. | Três homens em shorts marrons estão andando em pedras ao lado de um rio. | Três pessoas andando em pedras perto de um riacho | Três pessoas andam nas pedras perto da água.,Três pessoas estão andando em pedras perto da água.
3558370311_5734a15890.jpg,"Um ciclista está no ar durante um salto em um parque público de patins e bicicletas. | Um cara em uma bicicleta no ar acima de uma rampa, fazendo um truque. | Um homem no ar fazendo um golpe de bicicleta em meio cano. | Uma pessoa pulando uma rampa com três pessoas em segundo plano. | O motociclista faz um truque no ar.",Um motociclista BM ⁇  realizando um truque no ar.
3429641260_2f035c1813.jpg,"Um menino pula perto de uma estrutura de tijolos. | Uma criança está pulando em um trampolim na frente de uma parede de tijolos e abaixo de bandeiras coloridas. | Uma criança está pulando de uma varanda de tijolos. | Um menino pequeno está pulando de uma parede de tijolos em uma mesa abaixo. | Garoto caindo de corrimão com prédios, banners coloridos em segundo plano.",Uma criança está pulando em uma parede de tijolos.
2913972180_547783dd3d.jpg,Um cachorro e um homem entram no lago. | Um cachorro pula no ar ao lado de um homem na praia. | Um cachorro pula para seu dono. | Um homem e um cachorro. | um homem andando em uma costa rochosa com um cachorro bronzeado pulando ao lado dele,Um grupo de pessoas está andando por uma estrada de terra.
141139674_246c0f90a1.jpg,"Um menino bate em um beisebol com o bastão. | Um menino balança um taco de beisebol, e um apanhador fica atrás dele. | Uma criança atinge um beisebol durante um jogo. | Um menino de uniforme de cerceta balançando um taco de beisebol. | O garoto de camisa azul está balançando um taco de beisebol em direção a uma bola enquanto o garoto de capacete vermelho espera para pegá -lo.",Um jogador de beisebol em um uniforme vermelho está segurando uma bola de futebol.
515755283_8f890b3207.jpg,Um policial posando com dois oficiais do exército ao lado de sua motocicleta. | Existem três policiais e uma motocicleta policial. | Três policiais ao lado de uma motocicleta policial. | Três policiais posam com uma motocicleta. | Dois homens em boinas vermelhas posam com um policial de motocicleta.,Um grupo de pessoas andando de bicicleta pela rua.
3613264553_97b687f172.jpg,"Um cachorro branco está em uma grande superfície rochosa em alta elevação. | Um cachorro branco está andando em uma encosta rochosa. | Um cachorro branco está andando em cima de uma montanha. | Cão branco na encosta da montanha se vira para enfrentar algo do palco, céu em fundo. | Cachorro branco em pé na pedra em frente ao céu azul",Um cachorro branco está subindo uma montanha rochosa.
3315353266_70f0bbb1c3.jpg,um homem vestido de guitarra roxa tocando | Um homem de terno roxo está de pé por uma caixa roxa tocando um violão. | Um homem em roxo toca um violão por dinheiro. | Um homem está de pé na rua tocando um violão. | Um homem toca seu violão com o estojo aberto para doações.,Um homem vestindo uma camisa vermelha toca um violão.
2768972186_92787cd523.jpg,Um cachorro grande está mordendo um cachorro menor na perna | Um cachorro morde o rabo de outro cachorro. | Um grande cachorro marrom cheire um pequeno cachorro branco para trás. | um grande cachorro marrom tentando pegar um pequeno filhote branco por trás | O grande cachorro marrom está cheirando um pequeno cachorro branco.,Um cachorro marrom e branco está mordendo um graveto.
3088572348_264c47f78c.jpg,Um homem de short escuro é o Windsurf em um dia claro. | Um homem está montando um windsurfer vermelho. | Um homem wakeboards na água. | Um windsurfer está fazendo um grande respingo no oceano enquanto monta um windsurf vermelho. | Um windsurfer chuta o spray.,Um homem pula de uma prancha de surf na água.
3421789737_f625dd17ed.jpg,Um garoto girando em um carrossel azul e amarelo. | uma criança em uma roda giratória segurando a vida querida | Um garoto anda de um carrossel azul e amarelo com uma mão adulta em primeiro plano. | Um garoto está de pé no Merry Go em volta. | O garoto está de pé no equipamento de playground no triângulo azul.,Um garoto vestindo uma camisa azul está andando de bicicleta em um parque de skate.
1965278563_8279e408de.jpg,Um grande cachorro marrom flutua em uma canoa no rio ao pôr do sol. | Um cachorro marrom em uma canoa com as águas paradas. | Um cachorro está flutuando em um lago em um pequeno barco. | Um cachorro gordo sentado em um barco | Um cachorro de cabelos dourados está deitado em um barco que está viajando em um lago.,Um cachorro marrom está andando por um rio.
3732728142_86364a706e.jpg,"Um bebê em um banco de bebê usando um gorro vermelho que diz ""amor"". | Um bebê de chapéu vermelho em um carrinho está segurando uma boneca. | Um bebê com chapéu vermelho fica em seu carrinho. | Um bebê de pequena brincadeira brinca com seu ursinho de pelúcia. | Bebê usando chapéu vermelho no assento do carro.",Um bebê sentado em um sofá.
3722507770_0d6cb7420e.jpg,Um menino e sua bicicleta pula no ar. | Um menino faz truques em uma bicicleta enquanto estava em um parque. | Um garoto fazendo um truque em uma bicicleta | Um garoto está fazendo truques em sua bicicleta enquanto voa no ar. | Este jovem motociclista tem os braços enquanto ele tenta esse truque.,Um ciclista está realizando um truque no ar.
3306212559_731ba9bd05.jpg,Quatro figuras humanas estão iluminadas por um pôr do sol. | Quatro homens com um pôr do sol no fundo. | Quatro pessoas e o sol. | Quatro pessoas estão em silhueta enquanto assistem ao pôr do sol. | Quatro pessoas assistem ao pôr do sol.,Duas pessoas estão andando ao pôr do sol.
271770120_880e8d8e52.jpg,Os cães negros tentam lutar o cachorro um do outro. | Existem dois cães de blog tocando tug-o-war do lado de fora. | Dois cães pretos jogando cabo de guerra. | Dois cães brigam brincando por uma bola lá fora. | Dois grandes cães pretos estão brincando com uma bola desmoronada.,Dois cães pretos brincando na grama.
3441104823_33cdae5a56.jpg,Uma multidão de pessoas está no topo dos degraus em frente a um prédio branco. | Uma multidão de pessoas vestidas para o clima quente está na fila na frente de um prédio esperando por algo. | Um grupo de pessoas do lado de fora de um prédio. | Um grande grupo de pessoas formou uma linha do lado de fora. | Uma ampla linha de pessoas.,Um grupo de pessoas está sentado em um parque.
3557324238_6ba58831d9.jpg,Um garoto com óculos em pé na areia joga um balão amarelo no ar. | Uma pessoa jogando uma bola amarela no ar. | Uma pessoa usando óculos está na areia que pega uma bola amarela. | O garoto está jogando bola na areia. | A pessoa está jogando um objeto amarelo no ar enquanto está de pé na areia.,Uma criança está brincando com uma bola de tênis na praia.
2439154641_bbf985aa57.jpg,Um homem de camisa cinza pula no ar. | Um homem de shorts e uma camiseta está pulando em frente a uma paisagem do deserto | Um homem pulando. | Um homem pulando na frente de uma montanha. | Um homem vestindo uma camisa cinza pula pelo ar com montanhas ao fundo.,Um homem está realizando um truque no ar.
405615014_03be7ef618.jpg,"Um homem em um colete verde limão direciona o tráfego | Um policial usando um colete verde apita e move os braços. | Um policial usando um colete verde de neon tem um apito na boca enquanto dirige o tráfego. | Um policial em um colete amarelo dirige o tráfego. | Um diretor de trânsito usa um traje de segurança amarelo marcado, ""Polícia de Seattle"".",Um homem vestindo uma jaqueta preta e uma jaqueta amarela anda na rua.
2661138991_d55aa0e5dc.jpg,Um GI relaxa e espera em um aeroporto. | Um homem vestido de uniforme militar senta -se e olha através de alguns papéis. | Um homem em cansaço do exército está lendo algo enquanto deitado no chão. | Um soldado está olhando para fora de uma janela. | O soldado olha pela janela enquanto se senta com as pernas cruzadas.,Um homem sentado em um banco.
3186863842_5832573c5e.jpg,Uma mulher olha para um livro em uma livraria enquanto segura um bebê. | Uma mulher vestindo uma camisa preta navega através de um livro em uma loja. | Uma mulher com um bebê navega em uma livraria. | Uma mulher com um bebê olha através de uma exibição de livro. | Mulher segurando um bebê comprando livros,Uma mulher vestindo uma camisa marrom está lendo um livro.
2792409624_2731b1072c.jpg,Um cachorro preto e branco está babando enquanto caminha na grama. | Um cachorro preto e branco está atravessando a grama. | O cachorro preto e branco atravessa um gramado enquanto baba. | O cachorro preto e branco está correndo na grama. | O cachorro preto e branco atravessa a grama.,Um cachorro preto e branco está correndo na grama.
267836606_bbea2267c8.jpg,Um cachorro preto latindo. | Um cachorro preto está aberto à boca enquanto se inclina para o lado. | Um cachorro preto em um campo plano tenta fazer uma curva. | Um cachorro preto está correndo com a boca aberta por um campo gramado. | O cachorro correu no campo.,Um cachorro preto está correndo na grama.
3597715122_45878432ec.jpg,"Grupo de pessoas esperando na fila em um suporte de sorvete. | Grupo fora do sorvete, decorado com cone gigante, dois inneradores. | Caras se reuniram do lado de fora de uma sorveteria em um dia ensolarado. | Pessoas fora de uma sorveteria que tem decorações de verão para venda. | Pessoas do lado de fora de um suporte de sorvete",Três pessoas em pé em frente a um prédio.
3664928753_7b0437fedf.jpg,Um concorrente faz um cofre com vara. | Um homem é salto em um prédio branco. | Um vara de atleta abóbada em um campo com edifícios em segundo plano. | Competição de dardo | O pólo de atleta vaulou acima da barra enquanto os espectadores assistiam.,Um skatista está no ar.
337647771_3b819feaba.jpg,Um cachorro tem a cabeça dentro de uma bolsa de presente vermelha e verde. | Um animal de estimação investiga de brincadeira o conteúdo de uma sacola de presente. | Little Brown Dog grudando de cabeça em uma bolsa de coloful cheia de pano. | O cachorro tem o rosto na bolsa de presentes de Natal. | O cachorro marrom-avermelhado cava o nariz para investigar uma bolsa de presente de férias.,Um cachorro marrom e preto está de pé em uma varanda.
3653484549_f316590b0f.jpg,Uma família observa como uma garotinha explodir as velas em seu terceiro aniversário | Uma garotinha explode suas velas. | Uma garotinha explode as velas em seu bolo. | A garota está soprando as velas no bolo de chocolate. | Duas garotas olham para a aniversariante soprando velas enquanto a mãe fica,Uma mulher e uma criança estão sentados em um restaurante.
2695085632_10c4e6ea78.jpg,"Um homem de óculos de sol está escrevendo em um bloco com sua bicicleta se inclinou contra ele. | Um homem está sentado do lado de fora escrevendo algo em uma almofada de papel. | Um homem ao lado de uma caixa de plástico e uma bicicleta, escreve em uma prancha. | Um homem cujas roupas estão cobertas de tinta está escrevendo algo enquanto está sentado do lado de fora em uma área movimentada. | Um homem escreve uma nota enquanto estava sentado ao lado de uma caixa e uma bicicleta.",Um homem está sentado em um banco do lado de fora.
3677318686_b018862bb7.jpg,Um menino em um parque brincando com duas bolas de laranja. | Um garoto de camisa roxa joga bolas de laranja em um gramado. | Um menino de camisa roxa e shorts azuis brincando com bolas de laranja. | Menino brincando na grama com uma bola laranja. | Little Boy Lugging Orange Balls no parque com um playground atrás dele.,Uma criança brinca com uma bola de futebol.
382151094_c7376cf22b.jpg,Um garoto está colocando a extremidade do cone de uma casquinha de sorvete derretida na boca. | Um garoto com os olhos fechados come o fundo de uma casquinha de sorvete. | Um garoto tomando sorvete. | Um garoto vestindo um grande relógio come uma casquinha de sorvete. | Little Boy está comendo o resto do cone de sorvete de baixo para cima.,Uma criança em uma camisa verde está segurando uma câmera de vídeo.
2860202109_97b2b22652.jpg,Um homem negro está usando óculos de sol e uma camisa azul com uma camiseta branca. | Um homem de óculos de sol sorri. | Um homem com manchas usando grandes óculos de sol pretos | Homem de pele escura com óculos de sol em uma camisa azul | O homem usando uma camisa azul tem dreadlocks e óculos de sol.,Uma mulher vestindo uma camisa azul e óculos de sol sorri para a câmera.
468911753_cc595f5da0.jpg,Um cachorro marrom e branco foge carregando um grande graveto. | Um cachorro correndo pela grama com um graveto na boca. | Cachorro buscando um bastão enorme. | O cachorro marrom e branco está carregando um graveto na boca. | O cachorro marrom está fugindo com um graveto na boca.,Um cachorro preto e branco está carregando um graveto na boca.
294353408_d459bdaa68.jpg,Um cachorro marrom e branco está pulando no sofá ao lado de alguém com chinelos azuis. | Um cachorro pula em direção a um sofá | Um Jack Russell Terrier está pulando em um sofá de laranja. | Um cachorrinho tenta pular em um sofá laranja. | O cachorro está pulando no sofá,Um cachorro branco está deitado em um sofá branco.
2050067751_22d2763fd2.jpg,Uma criança em sapatos verdes olhando para o ralo. | Uma criança pequena em uma camisa verde e selha olhando para o ralo | Menina loira olhando para a grade na estrada. | A garotinha de verde dobra o check -out do tubo de drenagem. | A criança pequena em lacas verdes se inclina para olhar para dentro de uma grade.,Uma criança em uma camisa verde está jogando um jogo de basquete.
327621377_0bc3b7fd26.jpg,"Um cachorro preto segura um pneu e uma bola na boca quando o outro o segue. | Um cachorro preto está perseguindo outro cachorro preto que está carregando uma bola na boca. | Um cachorro preto está perseguindo outro cachorro preto que está segurando uma bola, uma roda e um pouco de corda vermelha. | Um cachorro preto corre com uma bola esvaziada e um pneu minúsculo. | Um cachorro preto correndo com uma bola e um pneu pequeno na boca, enquanto outro cachorro preto segue.",Um cachorro preto e branco está brincando com uma bola de futebol.
3259579174_30a8a27058.jpg,Um garoto sorridente com chapéu brincando na neve. | Uma criança pequena descendo uma colina nevada com neve voando ao redor dele perto de Tiretracks. | Uma criança pequena desliza por uma ladeira de neve enquanto sorri. | Little menino trenando por uma colina coberta de neve. | Menino em um chapéu de inverno deslizando por uma colina nevada.,Uma pessoa esqui em uma colina nevada.
2552438538_285a05b86c.jpg,"As três crianças estão de pé e por uma cerca. | Três meninos estão em uma fileira ao longo de uma parede e trilho levantados, cada um nível mais alto que o antes. | Três crianças estão em uma cerca ou perto de uma cerca. | Três meninos, um vestindo um chapéu de cowboy, olhando por cima da cerca. | Três meninos parados ao lado e em uma cerca.",Duas pessoas em pé em uma cerca.
253762507_9c3356c2f6.jpg,Um homem de segurança protege a porta quando a outra retira seus itens. | Um trabalhador do metrô fica ao lado de um carro com vários sacos de lixo dentro. | Alguém está puxando uma grande bolsa preta para um metrô. | Há um vagabundo saindo de um carro do metrô. | Lixo derrama de uma porta do metrô.,Dois homens em pé em uma rua da cidade.
3422146099_35ffc8680e.jpg,Um cachorro marrom pulando sobre um poste. | Um cachorro pulando um poste. | Um cachorro marrom claro pula sobre um obstáculo dentro de casa. | Cachorro marrom pulando sobre uma barra de obstáculos em uma sala. | Grandes cachorros marrons pula sobre um trilho baixo.,Um cachorro pula sobre um obstáculo.
2616673985_fa4354cc53.jpg,"Uma mulher vestida de preto está andando do lado de fora em um gramado gramado com um cachorro preto e branco de trela, enquanto as pessoas no relógio de fundo. | Uma mulher de cinza segurando a coleira do cachorro preto. | Uma mulher marcha com um par de cães. | Uma mulher mostrando um cão de pedigree preto grande e de cabelos compridos em um show de cães. | Uma mulher mostra um cachorro com cabelos muito longos em um show de cães.",Uma mulher e um cachorro se sentam em um show de cães.
69710411_2cf537f61f.jpg,Um grupo de pessoas está sentado em torno de uma fogueira à noite. | Um grupo de pessoas sentadas na grama por um incêndio à noite. | Um grupo de jovens está sentado em torno de uma fogueira. | Amigos desfrutam de uma fogueira. | Várias pessoas sentadas ao redor de uma fogueira,Um grupo de pessoas está sentado em torno de uma fogueira à noite.
3180806542_49b6de312d.jpg,Uma pessoa snowboard no final da tarde. | Um snowboarder está em silhueta contra o sol quando eles deixam o chão. | Um snowboarder pula da neve. | O snowboarder voou pelo ar enquanto o sol se põe no horizonte. | O snowboarder pula de uma colina coberta de neve.,Um snowboarder pula no ar.
1198194316_543cc7b945.jpg,um casal andando em uma calçada | Um homem e uma mulher caminham para fora. | Um homem e uma mulher em pé em frente a um suporte de refresco | Um homem de camisa preta e jeans caminha ao lado de uma mulher de calça preta e uma camisa florida em frente a um suporte de refresco com outras pessoas andando nas proximidades. | Uma mulher com camisa floral e bolsa e um homem com uma camisa preta andam enquanto outro homem caminha atrás deles.,Um homem e uma mulher sentam -se em um banco do lado de fora de um prédio.
2739331794_4ae78f69a0.jpg,Um homem que corre uma motocicleta laranja. | Um homem montando uma motocicleta laranja e branca. | Um motociclista corre em torno de uma pista. | Uma motocicleta laranja e branca está sendo montada em uma pista de corrida. | Alguém está dirigindo uma moto laranja ao longo da calçada.,Uma motocicleta está sendo montada em uma pista de corrida.
1527513023_3d8152b379.jpg,Um menino brinca com um brinquedo aquático enquanto outros assistem. | Um menino espirra na pequena piscina no final de um deslizamento amarelo e deslize. | Um garoto desliza por um deslizamento de água amarela. | um garoto deslizando na grama em um pau do outro lado | Um garoto espirra em uma enquete amarela enquanto a mãe assiste,Um menino brinca com um brinquedo de água.
3715469645_6d1dc019b3.jpg,"Duas fêmeas estão paradas um ao lado do outro e parecem não ser excitadas. | Duas garotas estão de pé ao lado de uma parede de madeira olhando para a esquerda. | Duas mulheres com cabelo preto ficam em frente a madeira compensada. | Duas jovens estão encostadas a uma parede de madeira. | Duas mulheres jovens, uma com braços dobrados, olham para fora da tela.",Duas mulheres e uma mulher posam para uma foto.
3274375509_4fe91a94c0.jpg,Uma mulher com cabelos ruivos carrega um bebê no peito em uma transportadora. | Uma mulher ruiva com um bebê em um arnês. | Uma mulher segurando um bebê em uma bolsa na frente de seu corpo. | Uma mulher está carregando um bebê dormindo em uma funda no peito. | A mulher segura uma pequena criança em um transportador de bebê no peito.,Uma mulher vestindo um vestido preto e branco está segurando uma bebida na mão.
439916996_1ddb9dc8e7.jpg,Cães marrons e uma mulher em um quintal | Um cachorro marrom perseguem um frisbee na grama enquanto o atirador relata. | Uma mulher de jaqueta azul observa enquanto seus dois cães marrons brincam com uma bola vermelha em um quintal gramado. | Uma mulher joga um frisbee para seus dois cães marrons perseguirem. | Uma mulher observa um cachorro marrom fugir de uma casa do outro lado da grama.,Um cachorro marrom e um cachorro preto estão brincando na grama.
311146855_0b65fdb169.jpg,Um homem e uma mulher em trajes festivos dançando. | Um homem e uma mulher com penas na cabeça dançam. | Um homem e uma mulher vestindo roupas decorativas e dançando em uma multidão de espectadores. | Um artista vestindo um cocar de penas dançando com outro artista nas ruas | Duas pessoas estão dançando com bateria à direita e uma multidão atrás delas.,Um homem e uma mulher sentam -se em uma rua da cidade.
3675742996_02ccef16a3.jpg,"Uma criança em um vestido com estampa de flor está em um campo de flores. | Uma menina loira em um vestido florido entre flores brancas. | Uma garota jovem e loira colhendo flores em um campo gramado. | Uma jovem menina em um campo de flores brancas. | A menina loira escolhe flores em um campo, vestindo um vestido branco com flores.",Uma jovem menina vestindo uma camisa rosa está segurando uma câmera de vídeo.
3520922312_e58a6cfd9c.jpg,Um casal andando pela rua. | Um homem e uma mulher entram em um pátio com sacolas de mensageiros pretos nos ombros. | Um homem e uma mulher andam de mãos dadas cercadas por grandes árvores. | Um jovem casal usando camisas brancas e jeans azul andando por um píer de madeira. | Duas pessoas que carregam sacolas andam juntas.,Uma mulher anda de bicicleta por uma rua da cidade.
3446762868_06e9d9d899.jpg,Um skatista faz um truque no ar. | Um skatista no ar na frente dos fios. | Um skatista pula no ar. | Skateboarder em jeans e camiseta com salto. | O skatista está pulando no ar em frente ao poste de telégrafo.,Um skatista faz um truque no ar.
3339768802_8ab768558a.jpg,Uma criança em uma camisa de corante e uma camisa branca está em uma parede de escalada. | Uma criança em uma camisa tingida de Tye está subindo uma parede de pedra com outra criança. | As crianças fazem uma rachadura na escalada. | Duas crianças escalando uma parede de escalada. | Duas crianças escalam uma parede de pedra.,Uma criança sobe uma parede de escalada.
3239480519_22540b5016.jpg,Um cachorro preto e branco retorna um graveto na neve. | Um cachorro preto e branco correndo com algo na boca. | Um cachorro está correndo em direção ao fotógrafo. | Um cachorro brincalhão correndo pelo campo de neve com um graveto na boca. | Cachorro preto e branco com um graveto correndo na neve.,Um cachorro preto e branco correndo na neve.
3040051410_6205682ba3.jpg,Um homem olha para uma mulher e ela sorri. | Um homem olha para o rosto de uma mulher enquanto eles falam. | Um homem olha para uma senhora. | Um homem de meia idade está olhando para a mulher de meia idade. | Um homem mais velho dá a uma mulher um olhar divertido.,Um homem e uma mulher estão olhando para a câmera.
2687328779_b4356dab16.jpg,"Um cachorro está sendo esguichado com uma mangueira enquanto pula em uma piscina de remar. | Um cachorro é cortado enquanto pula em uma piscina infantil. | Um terrier é pulverizado por uma mangueira enquanto pula em uma piscina. | Um cachorro branco com manchas pretas pula através de um spray de uma mangueira em uma piscina de plástico azul. | Enquanto um cachorro branco está do lado de fora da piscina, outro cachorro branco com uma mancha preta nas costas está pulando em uma piscina de plástico enquanto é pulverizada por uma mangueira de jardim.",Um cachorro pula para pegar uma bola de tênis na boca.
3064716525_b8418d4946.jpg,Um cachorro preto e branco está pulando cercas em um show de cães. | Um cachorro preto e branco pulando sobre um cofre em uma competição | Um cachorro preto e branco executa um salto com seu dono olhando. | Um cachorro preto e branco atravessando uma pista de obstáculos | Um cachorro pulando sobre um obstáculo.,Um cachorro preto e branco pula sobre um obstáculo.
1626754053_81126b67b6.jpg,Um cachorro preto e branco vai atrás de um Frisbee laranja. | Um cachorro preto e branco salta para pegar um frisbee laranja. | Um cachorro preto e branco se prepara para pegar um frisbee. | um cachorro prestes a pular para pegar um frisbee | cachorro pulando para frisbee,Um cachorro preto e branco está correndo na grama.
390987167_2d5905b459.jpg,"Um caminhante move uma montanha nevada. | Uma mulher em um tanque e óculos de sol sobe uma ladeira ensolarada, mas coberta de neve. | Uma mulher vestindo um chapéu preto e óculos de sol brancos caminha por um caminho de neve e íngreme. | Uma mulher vestindo mangas curtas e óculos de sol está mochilando por um penhasco de montanha neve. | Mulher escalando uma montanha coberta de neve olhando para as pessoas atrás dela.",Uma pessoa vestindo uma camisa azul e óculos de sol está andando de bicicleta.
3004291289_c4892898ae.jpg,"Uma garota de cabelos loiros em uma camiseta Obama está sorrindo para a câmera. | Uma garota com cabelos compridos vestindo uma camiseta Obama. | Uma mulher usando uma camiseta que diz Obama | Uma jovem mulher usa uma camiseta ""Obama"". | Camiseta de mulher em Obama sorrindo.",Uma mulher vestindo uma camisa branca e uma camiseta branca está segurando uma câmera de vídeo.
2355880294_8f78a6fea6.jpg,Dois homens atléticos escalando uma cachoeira. | Dois homens estão escalando um rosto de pedra em uma cachoeira. | Dois homens sobem uma cachoeira usando uma corda enquanto usavam shorts e chapéus. | Dois homens pendurados em cordas sobre uma cachoeira. | Dois homens amarrados por cordas escalando uma colina onde a água está fluindo.,Um homem em uma roupa de mergulho está surfando.
2676015068_690b0fb2cd.jpg,Um homem de óculos de sol fica nas rochas. | Um homem sentado em águas rasas claras ao lado de uma grande face de rocha. | Uma pessoa está sentada em uma lagoa superficial. | Homem com óculos de sol sentados em águas rasas. | O homem com a camiseta branca está sentado em um riacho olhando para uma pedra.,Uma mulher está sentada em um riacho ao lado de um rio.
2932519416_11f23b6297.jpg,Um ciclista está realizando um golpe no ar. | Um motociclista vestindo uma camiseta branca está pulando sobre as colinas de terra. | Um piloto BMX realiza um salto enquanto segura a bicicleta com apenas as mãos. | Um homem está no ar atrás da bicicleta enquanto segura o guidão enquanto tentava um golpe de pular. | Uma pessoa que realiza uma bicicleta sem corpo salta sobre rampas de terra.,Um skatista faz um truque em uma rampa.
2998945968_86f236d1e8.jpg,Um grupo de ciclistas corre a pé a pé com suas bicicletas nos ombros. | Os ciclistas estão carregando suas bicicletas em uma colina. | Os ciclistas estão carregando suas bicicletas em uma colina grossa íngreme. | As pessoas carregam suas bicicletas pela colina. | Vários ciclistas estão carregando suas bicicletas em uma colina gramada.,Uma pessoa vestindo uma camisa azul e um capacete andando de bicicleta.
1368338041_6b4077ca98.jpg,"Três cães olhando para uma borda de cimento. | Três cães em uma calçada. | Três cães pequenos cheiram algo. | Três cães pequenos, dois brancos e um preto e branco, em uma calçada. | Dois cães brancos olham para um cachorro preto em uma passarela pavimentada.",Dois cães brincam juntos.
2631625732_75b714e685.jpg,Pessoas caiaques na região nevada e montanhosa. | Montanhas nevadas estão no fundo de três caiaques oceânicos. | Três caiaques estão viajando na água ao lado das montanhas com capas de neve. | Três homens caiaque com montanhas ao fundo | Três pessoas em barcos vermelhos remam pela água com montanhas ao fundo.,Duas pessoas sentam -se em um barco com montanhas ao fundo.
3292016893_24d14c8b4f.jpg,"Um cachorro grande e um cachorro menor brigam por um pedaço de tecido. | Um cachorro loiro está parado ao lado de um filhote loiro, que está tentando pegar um animal de pelúcia do cachorro adulto. | Um Golden Retriever adulto e um filhote estão tocando puxão de guerra com um brinquedo marrom. | Um cachorro mais velho e um mais novo brincando com um brinquedo. | O cão pequeno e dourado está tentando pegar um objeto peludo de uma aparência maior",Dois cães estão brincando na neve.
2195887578_3ba2f29b48.jpg,"Os dois homens vestindo gravatas ficam em frente ao ônibus ""Sound of Kildare"". | Dois homens de terno, um vestindo uma medalha de prata, ficam em frente a um ônibus azul. | Dois homens de terno em pé na frente de um ônibus, um está usando uma medalha. | Dois homens saem do ônibus juntos. | Dois homens mais velhos na frente de um ônibus.",Dois homens em pé na frente de um ônibus.
1425013325_bff69bc9da.jpg,Dois grandes cães shephard alemães brincam na água. | Dois cães pretos espirraram na praia. | Dois cães estão brincando um com o outro na praia ao lado do oceano. | Dois cães brincando na água na praia | Dois cães brincam juntos espirrando em um lago,Dois cães brincando na praia.
539761097_5c6c70425b.jpg,Um bebê se senta com um grande cachorro adormecido. | Um garoto de criança sobe em um grande cachorro branco adormecido. | Um menino está acariciando um cachorro adormecido muito grande. | Uma criança está sentada ao lado de um cachorro de cor bege. | Um garoto brinca com um cachorro bronzeado adormecido.,Uma criança está brincando com um cachorro.
2296166785_292a4e9f4c.jpg,"Duas crianças pulando na areia em uma praia, a areia está sendo levantada e a água é azul brilhante. | Duas crianças saltam enquanto correm por uma grande duna de areia em direção à praia. | Duas meninas de mãos dadas e pulando enquanto caminham ladeira abaixo na praia. | Duas crianças correndo por uma duna de areia até a praia. | Duas pessoas pulam de uma duna de areia em uma praia",Uma criança está correndo na praia.
3042381160_ffe2b16808.jpg,Um homem está trabalhando em um computador enquanto duas pessoas se sentam e conversam na frente. | Uma pessoa em um computador e cinco pessoas na área de estar. | Uma pessoa está sentada em um computador trabalhando enquanto as pessoas esperam. | Uma pessoa que trabalha em um computador com outros equipamentos com outros três indivíduos em segundo plano conversando. | Várias pessoas em pé e operando equipamentos de informática,Um grupo de pessoas está sentado em um restaurante.
3314180199_2121e80368.jpg,Um menino perseguindo uma bola amarela. | Uma criança em uma camisa listrada vermelha e preta brinca com uma bola amarela em um deck de madeira. | Um menino de camisa listrada vermelha prestes a liderar uma bola de futebol. | Um garoto está socando uma bola amarela. | Um garoto se movendo em direção a uma bola amarela.,Dois meninos jogando futebol em um campo.
3337046794_296bd2c7e0.jpg,Um cachorro preto e marrom cavando a neve. | Um cachorro preto está cavando na neve. | Um cachorro preto está cavando na neve. | Um cachorro está esfregando o rosto na neve. | Um cachorro preto grande esfrega o rosto na neve.,Um cachorro preto e marrom está correndo na neve.
3200120942_59cfbb3437.jpg,Um snowboarder está pulando no ar ao lado do elevador de esqui. | Um snowboarder pulando no ar com uma pessoa montando um elevador de esqui ao fundo | Uma pessoa está em um elevador de esqui enquanto outra snowboards. | Pessoas em um elevador de esqui. | Os snowboarders sentam -se em um teleférico.,Uma pessoa está fazendo um truque no ar.
3657209354_cde9bbd2c5.jpg,Um caminhante posando em um penhasco alto nas montanhas. | Um homem sentado no topo de uma montanha. | Uma pessoa vestindo um chapéu e óculos fica em um penhasco e sorri. | Uma mulher sentada em um penhasco alto | O caminhante posa para uma foto são as belas montanhas.,Um homem está sentado em um penhasco com vista para uma montanha.
